회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원)
(주)금양,001570,2021/12,-39808116,-13099414,55844960
(주)금오하이텍,165270,2013/12,,,
(주)금오하이텍,165270,2014/12,,,
(주)금오하이텍,165270,2015/12,,,
(주)금오하이텍,165270,2016/12,,,
(주)금호에이치티,214330,2015/12,9868864,-11722997,2224134
(주)금호에이치티,214330,2016/12,23467650,-36388667,16826275
(주)금호에이치티,214330,2017/12,14172411,-2282805,-9102609
(주)금호에이치티,214330,2018/12,1469654,-28172858,62821861
(주)금호에이치티,214330,2019/12,7214831,-60794284,74289054
(주)금호에이치티,214330,2020/12,14753679,-30117140,14155187
(주)금호에이치티,214330,2021/12,4893537,19796074,-7674624
(주)금화피에스시,036190,2011/12,,,
(주)금화피에스시,036190,2012/12,,,
(주)금화피에스시,036190,2013/12,9648006,-7778578,-2586039
(주)금화피에스시,036190,2014/12,9016891,1994456,-5406488
(주)금화피에스시,036190,2015/12,24673698,-13183325,-3099751
(주)금화피에스시,036190,2016/12,32246922,-23645928,-4795249
(주)금화피에스시,036190,2017/12,46527259,-38640412,-5380000
(주)금화피에스시,036190,2018/12,22300740,-18288162,-3036000
(주)금화피에스시,036190,2019/12,22975767,-5957598,-8948932
(주)금화피에스시,036190,2020/12,15214994,6409150,-10397893
(주)금화피에스시,036190,2021/12,17059507,-21258527,-7775598
(주)기가레인,049080,2013/12,9920029,-22492882,32809465
(주)기가레인,049080,2014/12,13827169,-26061991,1138774
(주)기가레인,049080,2015/12,-1508026,-19440087,27189063
(주)기가레인,049080,2016/12,-1748284,-14973495,9004186
(주)기가레인,049080,2017/12,-3057024,-11214399,13635756
(주)기가레인,049080,2018/12,-9812084,4405045,4578281
(주)기가레인,049080,2019/12,8012780,-1368041,-7400069
(주)기가레인,049080,2020/12,-3184088,20992329,10053372
(주)기가레인,049080,2021/12,10379401,-6489150,-12658085
(주)기산텔레콤,035460,2011/12,-3853879,-10995902,428118
(주)기산텔레콤,035460,2012/12,12442975,6418760,-9474961
(주)기산텔레콤,035460,2013/12,-1989067,9873020,-8438632
(주)기산텔레콤,035460,2014/12,-933212,294047,661201
(주)기산텔레콤,035460,2015/12,9032265,-306123,-142229
(주)기산텔레콤,035460,2016/12,-2082377,-9169099,4462776
(주)기산텔레콤,035460,2017/12,610439,-380704,-210899
(주)기산텔레콤,035460,2018/12,-4595324,-1096094,-2599615
(주)기산텔레콤,035460,2019/12,8214391,1207822,-2712671
(주)기산텔레콤,035460,2020/12,2412787,-530299,4543
(주)기산텔레콤,035460,2021/12,1309336,-2464500,1614624
(주)까뮤이앤씨,013700,2011/12,,,
(주)까뮤이앤씨,013700,2012/12,,,
(주)까뮤이앤씨,013700,2013/12,,,
(주)까뮤이앤씨,013700,2014/12,,,
(주)까뮤이앤씨,013700,2015/12,,,
(주)까뮤이앤씨,013700,2016/12,,,
(주)까뮤이앤씨,013700,2017/12,,,
(주)까뮤이앤씨,013700,2018/12,,,
(주)까뮤이앤씨,013700,2019/12,,,
(주)까뮤이앤씨,013700,2020/12,,,
(주)까뮤이앤씨,013700,2021/12,,,
(주)까스텔바작,308100,2019/12,2054323,-6891769,6009077
(주)까스텔바작,308100,2020/12,162541,-4246635,9126113
(주)까스텔바작,308100,2021/12,505621,-18455366,16334127
(주)나노,187790,2014/12,,,
(주)나노,187790,2015/12,-16345449,9238812,3185751
(주)나노,187790,2016/12,3413,-5640576,5900209
(주)나노,187790,2017/12,-1534925,-5252700,8366865
(주)나노,187790,2018/12,3779560,-12769512,11997230
(주)나노,187790,2019/12,3673949,-5432329,3775845
(주)나노,187790,2020/12,11122441,-2523466,-4464159
(주)나노,187790,2021/12,1152747,-13256591,3495845
(주)나노브릭,286750,2019/12,-1396590,-4977169,5448260
(주)나노브릭,286750,2020/12,,,
(주)나노브릭,286750,2021/12,,,
(주)나노신소재,121600,2011/12,-2097173,-13390625,20191349
(주)나노신소재,121600,2012/12,1069341,-708451,-3028886
(주)나노신소재,121600,2013/12,2155752,746725,-2150400
(주)나노신소재,121600,2014/12,1147862,-1364466,410279
(주)나노신소재,121600,2015/12,11682309,-5219510,1031593
(주)나노신소재,121600,2016/12,6589356,-4770690,-2999390
(주)나노신소재,121600,2017/12,9556458,-11462551,-3319906
(주)나노신소재,121600,2018/12,3946809,-1616867,-1571600
(주)나노신소재,121600,2019/12,11904291,-5935071,-922271
(주)나노신소재,121600,2020/12,8742438,-9217765,2774392
(주)나노신소재,121600,2021/12,10600693,-14426782,6450052
(주)나노엔텍,039860,2011/12,-5296213,-15522785,22982454
(주)나노엔텍,039860,2012/12,-3637073,2933276,43862
(주)나노엔텍,039860,2013/12,2067659,715880,-259580
(주)나노엔텍,039860,2014/12,-1629368,-1348355,-117644
(주)나노엔텍,039860,2015/12,-3537605,-1138904,10509718
(주)나노엔텍,039860,2016/12,-3022398,-4177792,8615543
(주)나노엔텍,039860,2017/12,1706810,-745312,0
(주)나노엔텍,039860,2018/12,1508481,-1601558,-2999848
(주)나노엔텍,039860,2019/12,4082847,-1014487,-94573
(주)나노엔텍,039860,2020/12,5697279,-9677783,1097590
(주)나노엔텍,039860,2021/12,9289921,-2936300,-177256
(주)나노트로닉스,010670,2011/12,-3039230,347876,521103
(주)나노트로닉스,010670,2012/12,-2515616,-1312824,6455389
(주)나무가,190510,2015/12,43344071,-47858882,23197836
(주)나무가,190510,2016/12,9721204,-23761704,19075884
(주)나무가,190510,2017/12,-43346810,12060889,7862877
(주)나무가,190510,2018/12,25954757,-1488984,-21843611
(주)나무가,190510,2019/12,10378805,-46094420,25181280
(주)나무가,190510,2020/12,-1894938,-4975258,4382474
(주)나무가,190510,2021/12,23869532,-6380054,-11782304
(주)나스미디어,089600,2013/12,,,
(주)나스미디어,089600,2014/12,,,
(주)나스미디어,089600,2015/12,,,
(주)나스미디어,089600,2016/12,17117471,2997355,-5968716
(주)나스미디어,089600,2017/12,14671424,-18508408,-6414329
(주)나스미디어,089600,2018/12,21386625,-14371403,-9040730
(주)나스미디어,089600,2019/12,32417352,588602,-19437528
(주)나스미디어,089600,2020/12,47080676,-40644163,18487283
(주)나스미디어,089600,2021/12,44499978,-16966282,-9842558
(주)나이벡,138610,2011/12,,,
(주)나이벡,138610,2012/12,,,
(주)나이벡,138610,2013/12,,,
(주)나이벡,138610,2014/12,,,
(주)나이벡,138610,2015/12,,,
(주)나이벡,138610,2016/12,,,
(주)나이벡,138610,2017/12,,,
(주)나이벡,138610,2018/12,,,
(주)나이벡,138610,2019/12,,,
(주)나이벡,138610,2020/12,,,
(주)나이벡,138610,2021/12,,,
(주)나이스디앤비,130580,2011/12,,,
(주)나이스디앤비,130580,2012/12,,,
(주)나이스디앤비,130580,2013/12,,,
(주)나이스디앤비,130580,2014/12,,,
(주)나이스디앤비,130580,2015/12,5256603,-451210,-1093400
(주)나이스디앤비,130580,2016/12,6575052,-3185861,-2493600
(주)나이스디앤비,130580,2017/12,7893693,-4602273,-1293600
(주)나이스디앤비,130580,2018/12,11409223,-7014982,-1478400
(주)나이스디앤비,130580,2019/12,13436099,-6904512,-3806027
(주)나이스디앤비,130580,2020/12,18397723,-7578300,-4525974
(주)나이스디앤비,130580,2021/12,19313695,-10257265,-4862414
(주)나이스홀딩스,034310,2011/12,36347987,-35618472,-18634807
(주)나이스홀딩스,034310,2012/12,37149984,-42592423,-9726931
(주)나이스홀딩스,034310,2013/12,94245708,-36163900,-13700362
(주)나이스홀딩스,034310,2014/12,145729459,-99618054,2600070
(주)나이스홀딩스,034310,2015/12,86625536,-191994610,85643164
(주)나이스홀딩스,034310,2016/12,139624114,-25311373,-348945
(주)나이스홀딩스,034310,2017/12,128929274,-24186956,41396161
(주)나이스홀딩스,034310,2018/12,248439460,-264411423,27156988
(주)나이스홀딩스,034310,2019/12,261018832,-353962453,157335534
(주)나이스홀딩스,034310,2020/12,309342816,-207396101,41103410
(주)나이스홀딩스,034310,2021/12,229477209,-328291068,26565324
(주)나이코,192240,2014/12,,,
(주)나이코,192240,2015/12,,,
(주)나인테크,267320,2017/12,,,
(주)나인테크,267320,2018/12,,,
(주)나인테크,267320,2019/12,,,
(주)나인테크,267320,2020/12,,,
(주)나인테크,267320,2021/12,,,
(주)남선알미늄,008350,2011/12,-2094649,-7015880,12172652
(주)남선알미늄,008350,2012/12,,,
(주)남선알미늄,008350,2013/12,,,
(주)남선알미늄,008350,2014/12,,,
(주)남선알미늄,008350,2015/12,,,
(주)남선알미늄,008350,2016/12,,,
(주)남선알미늄,008350,2017/12,,,
(주)남선알미늄,008350,2018/12,24209488,-8218754,-6459390
(주)남선알미늄,008350,2019/12,27655489,-2623108,-10933726
(주)남선알미늄,008350,2020/12,-9033686,968206,-2989514
(주)남선알미늄,008350,2021/12,12056159,7055316,-10237402
(주)남성,004270,2011/12,3187221,2345494,-5701875
(주)남성,004270,2012/12,-5724650,62364,3517947
(주)남성,004270,2013/12,16382719,11631066,-26562268
(주)남성,004270,2014/12,-6987144,-1713446,9471550
(주)남성,004270,2015/12,-8126763,177872,7375103
(주)남성,004270,2016/12,6856473,3703663,-9769188
(주)남성,004270,2017/12,6739380,-1121450,-4719413
(주)남성,004270,2018/12,979658,-4322939,5210797
(주)남성,004270,2019/12,-7902325,2843471,7157659
(주)남성,004270,2020/12,1738863,5134349,257517
(주)남성,004270,2021/12,-2012884,-14096590,15099730
(주)내츄럴엔도텍,168330,2013/12,,,
(주)내츄럴엔도텍,168330,2014/12,,,
(주)내츄럴엔도텍,168330,2015/12,-7349974,2827536,-4040917
(주)내츄럴엔도텍,168330,2016/12,-18281888,-11830936,39750000
(주)내츄럴엔도텍,168330,2017/12,-7515273,-1469509,-675402
(주)내츄럴엔도텍,168330,2018/12,-8151755,9483663,-522304
(주)내츄럴엔도텍,168330,2019/12,-5927644,1227606,-601227
(주)내츄럴엔도텍,168330,2020/12,-2480802,2042550,3615825
(주)내츄럴엔도텍,168330,2021/12,-3893050,-3849745,4605805
(주)네오리진,094860,2011/12,22157,-12075439,15443859
(주)네오리진,094860,2012/12,,,
(주)네오리진,094860,2013/12,,,
(주)네오리진,094860,2014/12,,,
(주)네오리진,094860,2015/12,,,
(주)네오리진,094860,2016/12,,,
(주)네오리진,094860,2017/12,-146395,-1705199,2249520
(주)네오리진,094860,2018/12,,,
(주)네오리진,094860,2019/12,,,
(주)네오리진,094860,2020/12,,,
(주)네오리진,094860,2021/12,-1950019,-8631367,36330870
(주)네오셈,253590,2018/12,,,
(주)네오셈,253590,2019/12,-4882276,9442537,1493180
(주)네오셈,253590,2020/12,13844629,-184447,-7851899
(주)네오셈,253590,2021/12,-4574133,-16896758,16255806
(주)네오오토,212560,2015/12,,,
(주)네오오토,212560,2016/12,,,
(주)네오오토,212560,2017/12,,,
(주)네오오토,212560,2018/12,,,
(주)네오오토,212560,2019/12,,,
(주)네오오토,212560,2020/12,,,
(주)네오오토,212560,2021/12,,,
(주)네오위즈,095660,2011/12,-1709889,-101649646,128194015
(주)네오위즈,095660,2012/12,95312374,-61114202,-3937018
(주)네오위즈,095660,2013/12,95352925,-63496408,-52311701
(주)네오위즈,095660,2014/12,34355291,-978512,-61901119
(주)네오위즈,095660,2015/12,15583797,24885926,-21343694
(주)네오위즈,095660,2016/12,30442632,38200552,-68120602
(주)네오위즈,095660,2017/12,9081552,-7953948,-243141
(주)네오위즈,095660,2018/12,38619565,-16498677,686917
(주)네오위즈,095660,2019/12,36998118,-40936058,-2587759
(주)네오위즈,095660,2020/12,76367009,13628424,-3437515
(주)네오위즈,095660,2021/12,28725910,-64553888,-22502636
(주)네오위즈홀딩스,042420,2011/12,572538,25364520,-148775
(주)네오위즈홀딩스,042420,2012/12,105045245,-77145326,-3987831
(주)네오위즈홀딩스,042420,2013/12,103534915,-91380877,-33845586
(주)네오위즈홀딩스,042420,2014/12,51635113,-16099481,-61334430
(주)네오위즈홀딩스,042420,2015/12,16375216,-24694434,-2888071
(주)네오위즈홀딩스,042420,2016/12,14797578,-3610592,-15123999
(주)네오위즈홀딩스,042420,2017/12,10655406,-3795737,-202123
(주)네오위즈홀딩스,042420,2018/12,40610066,-10379834,-2577517
(주)네오위즈홀딩스,042420,2019/12,32631101,-30611618,-12601137
(주)네오위즈홀딩스,042420,2020/12,71169438,81760731,-14544391
(주)네오위즈홀딩스,042420,2021/12,28886709,-50082026,-31462245
(주)네오이뮨텍,950220,2021/12,-33886577,-3828409,115048940
(주)네오크레마,311390,2019/12,-1010879,-13443333,13159149
(주)네오크레마,311390,2020/12,1826806,-2131166,1018997
(주)네오크레마,311390,2021/12,1855773,-652657,256220
(주)네오티스,085910,2011/12,,,
(주)네오티스,085910,2012/12,,,
(주)네오티스,085910,2013/12,5521716,-10104604,11899610
(주)네오티스,085910,2014/12,6278131,-14612981,-4971942
(주)네오티스,085910,2015/12,6030319,-1569453,2840204
(주)네오티스,085910,2016/12,1878438,-3410371,90021
(주)네오티스,085910,2017/12,7739030,-3860423,-4020399
(주)네오티스,085910,2018/12,5218267,-2757109,1669821
(주)네오티스,085910,2019/12,3202965,-5136546,2610857
(주)네오티스,085910,2020/12,7900393,-9789623,13213013
(주)네오티스,085910,2021/12,6684688,-13756653,4482826
(주)네오팜,092730,2011/12,,,
(주)네오팜,092730,2012/12,,,
(주)네오팜,092730,2013/12,,,
(주)네오팜,092730,2014/12,,,
(주)네오팜,092730,2015/12,,,
(주)네오팜,092730,2016/12,9156580,-7934673,-1768846
(주)네오팜,092730,2017/12,10646058,-11307148,-2504295
(주)네오팜,092730,2018/12,16179233,-8866878,-3161936
(주)네오팜,092730,2019/12,19223990,-53205113,31047125
(주)네오팜,092730,2020/12,17073760,-4739315,-6569434
(주)네오팜,092730,2021/12,21681190,-16688995,-9518957
(주)네오퍼플,028090,2011/12,-2072835,-5356227,1501480
(주)네오퍼플,028090,2012/12,-5785228,2793464,11280302
(주)네오펙트,290660,2018/12,-8184039,-5060289,31597097
(주)네오펙트,290660,2019/12,-13920285,-23396159,17889883
(주)네오펙트,290660,2020/12,-9061196,644195,19235735
(주)네오펙트,290660,2021/12,-4839634,-5118139,-1675110
(주)네온테크,306620,2018/12,,,
(주)네온테크,306620,2019/12,,,
(주)네온테크,306620,2020/12,2495147,-4392896,767360
(주)네온테크,306620,2021/12,-7592154,-547055,6914783
(주)네이블커뮤니케이션즈,153460,2012/12,,,
(주)네이블커뮤니케이션즈,153460,2013/12,,,
(주)네이블커뮤니케이션즈,153460,2014/12,-694535,-287234,-957118
(주)네이블커뮤니케이션즈,153460,2015/12,,,
(주)네이블커뮤니케이션즈,153460,2016/12,,,
(주)네이블커뮤니케이션즈,153460,2017/12,,,
(주)네이블커뮤니케이션즈,153460,2018/12,,,
(주)네이블커뮤니케이션즈,153460,2019/12,,,
(주)네이블커뮤니케이션즈,153460,2020/12,,,
(주)네이블커뮤니케이션즈,153460,2021/12,,,
(주)네이처셀,007390,2011/12,,,
(주)네이처셀,007390,2012/12,,,
(주)네이처셀,007390,2013/12,,,
(주)네이처셀,007390,2014/12,,,
(주)네이처셀,007390,2015/12,,,
(주)네이처셀,007390,2016/12,,,
(주)네이처셀,007390,2017/12,,,
(주)네이처셀,007390,2018/12,,,
(주)네이처셀,007390,2019/12,,,
(주)네이처셀,007390,2020/12,,,
(주)네이처셀,007390,2021/12,,,
(주)네패스,033640,2011/12,4299800,-44298600,9508779
(주)네패스,033640,2012/12,54598468,-66005412,13498153
(주)네패스,033640,2013/12,10030162,-69591663,54927814
(주)네패스,033640,2014/12,35823646,-26922992,37891694
(주)네패스,033640,2015/12,36904097,-56337096,-10487714
(주)네패스,033640,2016/12,44342440,-27543384,-7721714
(주)네패스,033640,2017/12,59710282,-57990196,-2582124
(주)네패스,033640,2018/12,41698053,-12304666,-41117612
(주)네패스,033640,2019/12,89922329,-175066943,167142675
(주)네패스,033640,2020/12,46323507,-281838718,292741172
(주)네패스,033640,2021/12,75905436,-252278427,251098211
(주)네패스아크,330860,2020/12,,,
(주)네패스아크,330860,2021/12,,,
(주)네프로아이티,950030,2011/03,,,
(주)넥센,005720,2011/12,18292643,-22128878,8901923
(주)넥센,005720,2012/12,42041317,-23261720,-27057986
(주)넥센,005720,2013/12,23726782,-6118337,-10351858
(주)넥센,005720,2014/12,31030474,-24839981,-5314899
(주)넥센,005720,2015/12,39609203,-6429636,-25180100
(주)넥센,005720,2016/12,22394452,-14450016,-16902698
(주)넥센,005720,2017/12,-14073633,33340188,-17201752
(주)넥센,005720,2018/12,135605706,-148308248,190118351
(주)넥센,005720,2019/12,323292366,-255427085,-45333522
(주)넥센,005720,2020/12,225619743,-259456445,141986124
(주)넥센,005720,2021/12,236049353,-123762427,-74373063
(주)넥솔론,110570,2011/12,,,
(주)넥솔론,110570,2012/12,77748912,-50227701,18197671
(주)넥솔론,110570,2013/12,27476468,-64262530,15686843
(주)넥솔론,110570,2014/12,-17409210,12170898,-22021281
(주)넥솔론,110570,2015/12,,,
(주)넥솔론,110570,2016/12,,,
(주)넥스지,081970,2011/12,,,
(주)넥스지,081970,2012/12,,,
(주)넥스지,081970,2013/12,3037575,4774065,-286266
(주)넥스지,081970,2014/12,,,
(주)넥스지,081970,2015/12,,,
(주)넥스지,081970,2016/12,,,
(주)넥스지,081970,2017/12,2435363,-10063870,-31636
(주)넥스턴바이오사이언스,089140,2011/12,,,
(주)넥스턴바이오사이언스,089140,2012/12,,,
(주)넥스턴바이오사이언스,089140,2013/12,,,
(주)넥스턴바이오사이언스,089140,2014/12,,,
(주)넥스턴바이오사이언스,089140,2015/12,,,
(주)넥스턴바이오사이언스,089140,2016/12,,,
(주)넥스턴바이오사이언스,089140,2017/12,,,
(주)넥스턴바이오사이언스,089140,2018/12,,,
(주)넥스턴바이오사이언스,089140,2019/12,,,
(주)넥스턴바이오사이언스,089140,2020/12,,,
(주)넥스턴바이오사이언스,089140,2021/12,3664492,-73251429,37457299
(주)넥스트아이,137940,2011/12,,,
(주)넥스트아이,137940,2012/12,2848098,-313974,-572989
(주)넥스트아이,137940,2013/12,7357705,-5753520,2910921
(주)넥스트아이,137940,2014/12,3308350,-4478733,-1144221
(주)넥스트아이,137940,2015/12,3539238,-1096650,-1802780
(주)넥스트아이,137940,2016/12,3565646,-30892575,42366922
(주)넥스트아이,137940,2017/12,-1945947,-16902030,30088272
