회사명,거래소코드,회계년도,[제조]총자본증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]정상영업이익증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]총포괄이익증가율(IFRS연결)
미창석유공업(주),003650,2013/12,,,,,,,,
미창석유공업(주),003650,2014/12,,,,,,,,
미창석유공업(주),003650,2015/12,,,,,,,,
미창석유공업(주),003650,2016/12,,,,,,,,
미창석유공업(주),003650,2017/12,,,,,,,,
미창석유공업(주),003650,2018/12,,,,,,,,
미창석유공업(주),003650,2019/12,0,0,0,0,0,0,0,0
미창석유공업(주),003650,2020/12,5.57,7.95,4.59,7.44,-14.26,7.09,11.02,60.03
미창석유공업(주),003650,2021/12,11.48,-5.97,18.86,8.97,46.37,89.38,68.4,19.73
미투젠(유),950190,2020/12,84.71,-18.12,93.22,145.75,16.6,9.25,9.99,10.37
미투젠(유),950190,2021/12,7.62,376.79,-5.33,10.64,-16.39,-22.57,-21.63,-20.06
바디텍메드(주),206640,2014/12,,,,,,,,
바디텍메드(주),206640,2015/12,0,0,0,0,0,0,0,0
바디텍메드(주),206640,2016/12,26.62,82.14,-6.98,26.56,38.05,0.06,0,0
바디텍메드(주),206640,2017/12,19.14,-0.77,42.72,-9.71,-4.33,-76.8,-117.02,-135.93
바디텍메드(주),206640,2018/12,-4.37,-16.86,5.93,-3.74,25.88,126.01,0,0
바디텍메드(주),206640,2019/12,-2.11,7.19,-8.12,12.57,9.96,131.2,0,0
바디텍메드(주),206640,2020/12,61.44,-3.47,110.41,62.97,97.99,339.66,290.47,294.01
바디텍메드(주),206640,2021/12,17.6,45.5,7.94,26.06,9.42,-21.33,-2.47,-1.77
바이오플러스(주),099430,2021/12,133.19,179.13,111.42,175.94,53.56,47.85,10.53,15.07
바이온(주),032980,2011/06,0,0,0,0,0,0,0,0
바이온(주),032980,2012/06,-1.7,2.73,-7.04,18.78,-17.47,0,0,0
바이온(주),032980,2013/06,-36.53,-25.06,-51.8,-28.23,-0.64,0,0,-69637.3
바이온(주),032980,2014/06,83.71,47.53,158.59,102.22,-6.61,0,0,0
바이온(주),032980,2014/12,0,0,0,0,0,0,0,0
바이온(주),032980,2015/12,0,0,0,0,0,0,0,0
바이온(주),032980,2016/12,72.45,122.81,23.89,26.83,67.1,11274.85,0,0
바이온(주),032980,2017/12,20.68,22.19,18.06,37.91,-31.69,-360.39,0,0
바이온(주),032980,2018/12,41.84,22.19,77.11,40.77,83.73,0,0,0
바이온(주),032980,2019/12,-21.04,-13.48,-30.4,-28.02,-44.01,0,0,0
바이온(주),032980,2020/12,-24.94,-30.62,-16.19,15.38,13.29,0,0,0
바이온(주),032980,2021/12,1.9,-7.73,14.17,-14.08,-38.77,0,0,0
바이젠셀(주),308080,2021/12,,,,,,,,
백광산업(주),001340,2011/12,14.6,25.96,-8.41,2.22,8.03,-40.34,-63.29,-73.37
백광산업(주),001340,2012/12,,,,,,,,
백광산업(주),001340,2013/12,,,,,,,,
백광산업(주),001340,2014/12,,,,,,,,
백광산업(주),001340,2015/12,,,,,,,,
백광산업(주),001340,2016/12,,,,,,,,
백광산업(주),001340,2017/12,,,,,,,,
백광산업(주),001340,2018/12,,,,,,,,
백광산업(주),001340,2019/12,0,0,0,0,0,0,0,0
백광산업(주),001340,2020/12,-1.85,4.57,-27.22,5.91,1.74,-40.95,-36.7,-39.73
백광산업(주),001340,2021/12,11.3,10.98,13.13,6.94,11.55,43.19,46.82,54.62
범양건영(주),002410,2011/12,-39.43,-10.77,-56.92,-98.88,-52.77,0,0,-2049.58
범양건영(주),002410,2012/12,-39.44,-44.69,-32.8,371.31,-53.18,0,0,0
범양건영(주),002410,2013/12,,,,,,,,
범양건영(주),002410,2014/12,,,,,,,,
범양건영(주),002410,2015/12,0,0,0,0,0,0,0,0
범양건영(주),002410,2016/12,53.97,28.31,82.6,-2.07,66.27,1919.86,0,-111.89
범양건영(주),002410,2017/12,1.67,0.83,2.33,1.53,25.59,118.83,0,0
범양건영(주),002410,2018/12,-4.54,-1.32,-7.03,16.01,13.75,159.88,392.16,279.5
범양건영(주),002410,2019/12,16.99,26.78,8.96,39.58,77.4,68.12,263.33,313.67
범양건영(주),002410,2020/12,14.2,15.77,12.7,15.98,-47.72,4.85,-44.37,-45.01
범양건영(주),002410,2021/12,25.53,-2.74,53.24,5.71,-22.48,-74.81,-55.93,-53.37
베뉴지(주),019010,2011/12,-1.2,1.05,-9.45,-0.06,-10.93,0,0,0
베뉴지(주),019010,2012/12,-27.55,-41.46,29.52,-14.9,-24.89,0,0,0
베뉴지(주),019010,2013/12,-6.48,14.57,-45.51,-9.2,-37.6,0,0,0
베뉴지(주),019010,2014/12,4.69,-5.3,43.64,-6.92,4.77,0,0,0
베뉴지(주),019010,2015/12,0.52,-4.44,13.28,26.77,1.9,-76.84,0,0
베뉴지(주),019010,2016/12,5.44,30.2,-48.26,6.18,2.01,562.82,-64.44,-64.66
베뉴지(주),019010,2017/12,5.68,2.56,22.7,-1.55,-3.18,-67.82,-113.32,-115.22
베뉴지(주),019010,2018/12,28.59,32.72,9.72,21.29,-22.42,71.51,0,0
베뉴지(주),019010,2019/12,3.05,2.56,5.71,2.43,12.56,194.94,53.14,-83.89
베뉴지(주),019010,2020/12,-0.02,-0.27,1.34,1.95,-16.77,-37.89,142.06,15.86
베뉴지(주),019010,2021/12,8.56,0.64,50.24,15.27,3.76,-23.63,380.08,387.3
벽산건설(주),002530,2011/12,-15.39,-32.09,-3.37,-80.57,-50.39,0,0,0
벽산건설(주),002530,2012/12,-54.73,-37.86,-63.26,168.95,-37.07,0,0,0
보성파워텍(주),006910,2011/12,7.12,9.33,4.92,-6.84,-20.33,0,0,-192.35
보성파워텍(주),006910,2012/12,20.73,10.44,31.42,3.03,40.79,0,0,0
보성파워텍(주),006910,2013/12,-5.25,-0.05,-9.8,-5.66,-1.7,-63.4,0,-324.32
보성파워텍(주),006910,2014/12,-8.61,0.35,-17.29,-3.43,-13.22,0,0,0
보성파워텍(주),006910,2015/12,10.64,6.27,15.78,39.26,-14.55,0,0,0
보성파워텍(주),006910,2016/12,37.65,7.4,70.28,95.91,-5.92,-313.05,-28.09,-36.89
보성파워텍(주),006910,2017/12,-3.96,4.64,-9.8,-10.2,5.43,0,-2140.63,-2390.85
보성파워텍(주),006910,2018/12,0.53,-2.46,2.9,-6.84,39.27,0,0,0
보성파워텍(주),006910,2019/12,1.05,0.59,1.4,1.92,5.62,0,0,0
보성파워텍(주),006910,2020/12,,,,,,,,
보성파워텍(주),006910,2021/12,,,,,,,,
보해양조(주),000890,2011/12,-60.14,-28.75,-72.69,0,0.45,0,0,0
보해양조(주),000890,2012/12,-3.47,1.05,-8.19,-10.26,-7.16,0,0,-102.35
보해양조(주),000890,2013/12,-9.66,0.52,-21.34,9.29,-1.02,0.42,0,0
보해양조(주),000890,2014/12,-1.45,3.19,-8.27,54.82,2.29,7.07,108.17,55.47
보해양조(주),000890,2015/12,4.08,-2.75,15.37,29.21,1.1,-12.56,75.56,38.07
보해양조(주),000890,2016/12,0.21,12.38,-16.73,-3.74,-6.68,-173.89,-182.15,-198.45
보해양조(주),000890,2017/12,-0.5,6.22,-13.11,0.21,-13.81,0,0,0
보해양조(주),000890,2018/12,-7.97,-17.5,13.9,-30.37,-17.64,-629.2,-359.06,-379.38
보해양조(주),000890,2019/12,-18.65,-16.14,-22.83,10.09,-7.31,0,0,0
보해양조(주),000890,2020/12,-10.85,-5.95,-19.19,-1.7,3.36,0,0,0
보해양조(주),000890,2021/12,2.68,-5.76,19.39,7.12,6.6,-39.7,0,-375.83
부광약품(주),003000,2011/03,,,,,,,,
부광약품(주),003000,2011/12,,,,,,,,
부광약품(주),003000,2012/12,,,,,,,,
부광약품(주),003000,2013/12,,,,,,,,
부광약품(주),003000,2014/12,0,0,0,0,0,0,0,0
부광약품(주),003000,2015/12,0,0,0,0,0,0,0,0
부광약품(주),003000,2016/12,-6.32,1.69,-11.69,-4.67,-2.47,-63.33,-37.12,-60.21
부광약품(주),003000,2017/12,-0.59,7.99,-7.23,-1.55,8.75,-10.11,-29.84,25.2
부광약품(주),003000,2018/12,108.96,143.06,78.26,95.65,28.84,357.62,1213.45,1063.96
부광약품(주),003000,2019/12,-21.29,-25.68,-15.9,-21.08,-13.4,-72.85,-105.09,-116.16
부광약품(주),003000,2020/12,3.2,-24.43,33.16,-20.77,0.87,-57.76,0,0
부광약품(주),003000,2021/12,0,0,0,0,0,0,0,0
부국철강(주),026940,2011/12,,,,,,,,
부국철강(주),026940,2012/12,,,,,,,,
부국철강(주),026940,2013/12,,,,,,,,
부국철강(주),026940,2014/12,,,,,,,,
부국철강(주),026940,2015/12,,,,,,,,
부국철강(주),026940,2016/12,,,,,,,,
부국철강(주),026940,2017/12,,,,,,,,
부국철강(주),026940,2018/12,,,,,,,,
부국철강(주),026940,2019/12,,,,,,,,
부국철강(주),026940,2020/12,,,,,,,,
부국철강(주),026940,2021/12,,,,,,,,
부산방직공업(주),025270,2011/03,0,0,0,0,0,0,0,0
부산방직공업(주),025270,2012/03,-9.7,5.5,-19.74,6.43,0.97,-5.78,1967.86,0
부산방직공업(주),025270,2012/12,0,0,0,0,0,0,0,0
부산방직공업(주),025270,2013/12,0,0,0,0,0,0,0,0
부산방직공업(주),025270,2014/12,-1.23,6.21,-8.71,-1.11,10.08,0,-93.04,-126.12
부산방직공업(주),025270,2015/12,-11.14,11.16,-37.19,-2.93,-4.99,0,-1884.14,0
부산산업(주),011390,2011/12,16.65,7.33,34.51,-2.37,16.7,-0.7,0,0
부산산업(주),011390,2012/12,-4.67,4.16,-18.17,-2.43,-20.7,0,0,0
부산산업(주),011390,2013/12,10.73,1.26,29.15,13.11,81.79,0,0,0
부산산업(주),011390,2014/12,-0.24,0.9,-1.98,9,-17.07,-30.56,-33.5,-22.35
부산산업(주),011390,2015/12,0.25,-0.56,1.52,11.99,20.72,71.46,68.01,53.81
부산산업(주),011390,2016/12,7.33,0.57,17.71,12.8,12.46,16.27,15.69,18.44
부산산업(주),011390,2017/12,2.26,0.95,3.97,5.81,-4.2,-47.83,-44.39,-46.49
부산산업(주),011390,2018/12,6.57,-2.48,18.11,4.63,1.37,-32.79,-3.19,-14.32
부산산업(주),011390,2019/12,1.76,-0.46,4.09,6.58,18.06,90.24,28.47,43.7
부산산업(주),011390,2020/12,-5.1,0.55,-10.8,4.13,-17.97,-35.96,-36.67,-30.71
부산산업(주),011390,2021/12,3.7,4.28,3.05,-4.38,10.7,-92.82,0,-188.75
부산주공(주),005030,2011/12,,,,,,,,
부산주공(주),005030,2012/12,,,,,,,,
부산주공(주),005030,2013/12,,,,,,,,
부산주공(주),005030,2014/12,,,,,,,,
부산주공(주),005030,2015/12,,,,,,,,
부산주공(주),005030,2016/12,,,,,,,,
부산주공(주),005030,2017/12,,,,,,,,
부산주공(주),005030,2018/12,,,,,,,,
부산주공(주),005030,2019/12,,,,,,,,
부산주공(주),005030,2020/12,,,,,,,,
부산주공(주),005030,2021/12,,,,,,,,
브레인즈컴퍼니(주),099390,2021/12,,,,,,,,
브릿지바이오테라퓨틱스(주),288330,2019/12,585.02,-66.39,816.84,0,0,0,0,0
브릿지바이오테라퓨틱스(주),288330,2020/12,-20.35,212.25,-23.38,-21.05,-89.12,0,0,-1572.63
브릿지바이오테라퓨틱스(주),288330,2021/12,-26.54,-30.41,-26.33,-27.32,-69.65,0,0,0
비나텍(주),126340,2020/12,72.84,25.4,146.22,130.42,9.18,6.03,4.76,-6.76
비나텍(주),126340,2021/12,22.26,77.04,-20.89,15.75,4.86,-11.58,62.41,104.53
비디아이(주),148140,2017/12,0,0,0,0,0,0,0,0
비디아이(주),148140,2018/12,52.8,5.28,66.84,7.06,-9.65,1.87,-77.4,-76.74
비디아이(주),148140,2019/12,-0.25,8.97,-1.97,-9.55,49.98,-47.83,-112.24,-127.04
비디아이(주),148140,2020/12,21.13,107.52,3.23,-75.82,52.81,0,0,0
비디아이(주),148140,2021/12,-30.33,-7.91,-39.67,14.14,-60.73,0,0,0
비비씨(주),318410,2020/12,85.07,40.49,126.57,137.7,20.9,34.03,70.71,62.81
비비씨(주),318410,2021/12,2.98,20.2,-6.97,7,-2.04,-69.47,-55.81,-57.74
비에이치아이(주),083650,2011/12,32.03,7.33,59.1,5.13,38.68,-24.45,-60.19,-61.69
비에이치아이(주),083650,2012/12,58.5,39.57,72.51,40.18,105.41,37.83,186.22,385.54
비에이치아이(주),083650,2013/12,-2.77,-0.42,-4.18,13.85,23.74,-1.43,-25.14,-54.41
비에이치아이(주),083650,2014/12,-4.02,4.69,-9.44,-8.07,-18.43,-89.12,0,-141.58
비에이치아이(주),083650,2015/12,-16.75,8.64,-35,-37.76,-29.67,-1627.36,0,0
비에이치아이(주),083650,2016/12,-1.98,-2.08,-1.85,12.23,-12.13,0,0,0
비에이치아이(주),083650,2017/12,-5.17,0.49,-11.95,12.23,3.83,28.07,-19.99,-24.52
비에이치아이(주),083650,2018/12,-13.7,-4.12,-26.81,-24.94,-34.86,-221.53,-463.72,-440.39
비에이치아이(주),083650,2019/12,1.31,-2.16,7.54,-16.89,5.21,0,0,0
비에이치아이(주),083650,2020/12,6.52,13.05,-4.12,40.42,9.24,0,0,0
비에이치아이(주),083650,2021/12,-1.03,-1.65,0.16,-34.37,-3.52,0,0,-218.82
비케이탑스(주),030790,2011/12,,,,,,,,
비케이탑스(주),030790,2012/12,0,0,0,0,0,0,0,0
비케이탑스(주),030790,2014/12,-42.89,-76.22,37.01,0,-70.91,0,0,0
비케이탑스(주),030790,2015/12,-23.75,11.97,-38.63,40.88,-21.47,0,0,-102.59
비케이탑스(주),030790,2016/12,-1.05,-31.63,22.17,-17.58,-16.23,0,0,0
비케이탑스(주),030790,2017/12,5.61,-1.74,8.74,91.93,-8.32,0,0,0
비케이탑스(주),030790,2018/12,87.19,220.52,35.98,6.89,-18.86,0,0,0
비케이탑스(주),030790,2019/12,,,,,,,,
비케이탑스(주),030790,2020/12,0,0,0,0,0,0,0,0
비케이탑스(주),030790,2021/12,56.14,10.57,259.94,-78.18,151.55,0,0,0
비플라이소프트(주),148780,2016/12,,,,,,,,
비플라이소프트(주),148780,2017/12,0,0,0,0,0,0,0,0
비플라이소프트(주),148780,2018/12,-18.3,-2.8,-20.83,-22.67,-13.33,0,0,-141.5
비플라이소프트(주),148780,2019/12,30.44,363.43,-36.24,-46.29,14.7,0,0,0
비플라이소프트(주),148780,2021/12,37.46,-65.75,100,0,-30.21,0,0,0
빛샘전자(주),072950,2012/12,,,,,,,,
빛샘전자(주),072950,2013/12,,,,,,,,
빛샘전자(주),072950,2014/12,0,0,0,0,0,0,0,0
빛샘전자(주),072950,2015/12,9.07,-4.8,22.51,4.99,91.36,124.77,-55.88,-77.16
빛샘전자(주),072950,2016/12,0.36,1.19,-0.27,5.52,8.56,21.07,4.54,14.65
빛샘전자(주),072950,2017/12,2.96,-3.69,8.04,5.61,-3.66,42.11,21.28,14.34
빛샘전자(주),072950,2018/12,1.2,-1.87,3.29,2.36,-15.97,-59.73,-51.4,-48.59
빛샘전자(주),072950,2019/12,1.51,-2.36,4.01,2.37,-2.03,17.03,12.09,-14.5
빛샘전자(주),072950,2020/12,19.29,21.82,17.75,8.44,2.2,-41.85,-41.66,232.13
빛샘전자(주),072950,2021/12,4.96,1.73,6.99,9.02,72.31,269.97,269.45,-17.09
사조동아원(주),008040,2011/12,14,12.12,17.12,15.99,11.31,0,0,0
사조동아원(주),008040,2012/12,8.2,4.42,14.19,-1.1,16.84,0,0,0
사조동아원(주),008040,2013/12,0.3,6.66,-8.92,-15.01,4.02,-57.96,0,0
사조동아원(주),008040,2014/12,0.49,5.77,-8.46,-51,1.79,0,0,0
사조동아원(주),008040,2015/12,-25.74,-27.9,-21.49,-28.66,-23.59,0,0,0
사조동아원(주),008040,2016/12,-13.31,-8.36,-22.25,19.05,-16.13,1336.24,0,0
사조동아원(주),008040,2017/12,4.77,5.28,3.7,174.96,-4.7,10.44,574.14,318.19
사조동아원(주),008040,2018/12,-4.42,-14.3,16.89,9.46,6.93,-11.88,-45.78,-36.98
사조동아원(주),008040,2019/12,-0.28,-1.91,2.3,10.47,-2.43,-51.73,-94.26,-91.61
사조동아원(주),008040,2020/12,-4.38,-4.14,-4.74,5.43,-3.88,33.6,951.29,710.53
사조동아원(주),008040,2021/12,0.53,-5.71,10.04,2.11,4.02,14.85,-75.4,-59.1
사조산업(주),007160,2011/12,27.32,26.7,28.65,22.5,21.09,27.1,12.93,11.89
사조산업(주),007160,2012/12,7.67,4.62,14.12,-1.28,6.57,-45.97,-76.79,-95.53
사조산업(주),007160,2013/12,19.01,10.85,34.81,-9.82,43.94,-38.52,0,-243.59
사조산업(주),007160,2014/12,-16.89,-7.95,-31.09,12.29,-16.72,102.29,0,0
사조산업(주),007160,2015/12,-25.52,-19.89,-37.47,8.83,-30.64,-41.04,-12.14,44.84
사조산업(주),007160,2016/12,11.92,14.19,5.72,8.57,-22.43,44.5,38.26,0.57
사조산업(주),007160,2017/12,4.61,4.19,5.83,13.75,16.22,20.05,65.64,77.76
사조산업(주),007160,2018/12,11.23,4.43,30.9,9.24,-4.16,-8.15,-18.59,-21.77
사조산업(주),007160,2019/12,-3.28,-1.08,-8.36,-4.32,-5.97,-66.42,-135.89,-135.32
사조산업(주),007160,2020/12,-4.4,-3.85,-5.76,-0.24,-15.43,20.19,0,0
사조산업(주),007160,2021/12,2.43,1.63,4.48,12.75,-5.07,124.65,506.07,616.53
사조씨푸드(주),014710,2012/12,16.04,-7.54,78.17,49.85,0.42,-25.7,-37.28,-14.99
사조씨푸드(주),014710,2013/12,-4.5,1.44,-12.62,1.78,-10.03,-54.32,-54.12,-65.02
사조씨푸드(주),014710,2014/12,-10.97,-0.88,-27,6.24,3.76,24.97,81.47,257.27
사조씨푸드(주),014710,2015/12,3.76,3.05,5.29,7.58,7.34,-20.24,-35.12,29.05
사조씨푸드(주),014710,2016/12,,,,,,,,
사조씨푸드(주),014710,2017/12,,,,,,,,
사조씨푸드(주),014710,2018/12,,,,,,,,
사조씨푸드(주),014710,2019/12,,,,,,,,
사조씨푸드(주),014710,2020/12,,,,,,,,
사조씨푸드(주),014710,2021/12,,,,,,,,
삼륭물산(주),014970,2011/12,33.01,-2.24,78.09,6.43,6.01,-25.57,-26.13,-26.74
삼륭물산(주),014970,2012/12,36.13,106.66,-13.37,8.65,138.87,85.1,30.82,33.85
삼륭물산(주),014970,2013/12,0.1,3.83,-6.14,7.69,-4.6,-10.17,-5.82,-2.83
삼륭물산(주),014970,2014/12,5.4,9.65,-2.46,0.26,0.21,-30.94,-58.48,-63.92
삼륭물산(주),014970,2015/12,2.79,-1.07,10.83,10.77,5.43,96.91,266.45,303.53
삼륭물산(주),014970,2016/12,7.51,4.87,12.41,12.8,9.29,30.44,38.49,25.04
삼륭물산(주),014970,2017/12,2.55,0.15,6.72,6.29,-10.49,-53.42,-56.72,-40.53
삼륭물산(주),014970,2018/12,-3.1,-0.73,-6.96,-1.6,-6.15,-81.76,-101.26,-100.16
삼륭물산(주),014970,2019/12,-1.28,-1.35,-1.15,4.24,4.41,40.56,0,0
삼륭물산(주),014970,2020/12,-7.56,-12.14,0.36,-8.94,-2.03,27.61,0,-963.63
삼륭물산(주),014970,2021/12,-0.96,-0.42,-1.78,-3.37,0.91,-54.27,0,0
삼목강업(주),158380,2013/12,,,,,,,,
삼목강업(주),158380,2014/12,,,,,,,,
삼목강업(주),158380,2015/12,,,,,,,,
삼목에스폼(주),018310,2011/12,,,,,,,,
삼목에스폼(주),018310,2012/12,,,,,,,,
삼목에스폼(주),018310,2013/12,,,,,,,,
삼목에스폼(주),018310,2014/12,,,,,,,,
삼목에스폼(주),018310,2015/12,,,,,,,,
삼목에스폼(주),018310,2016/12,,,,,,,,
삼목에스폼(주),018310,2017/12,,,,,,,,
삼목에스폼(주),018310,2018/12,,,,,,,,
삼목에스폼(주),018310,2019/12,,,,,,,,
삼목에스폼(주),018310,2020/12,,,,,,,,
삼목에스폼(주),018310,2021/12,0,0,0,0,0,0,0,0
삼보모터스(주),053700,2011/12,19.48,5.57,32.99,7.63,19.84,0,0,0
삼보모터스(주),053700,2012/12,24.25,10.15,35.14,4.25,18.27,169.18,31.62,-82.17
삼보모터스(주),053700,2013/12,227.94,358.11,146.11,73.15,215.65,98.55,764.84,5532.16
삼보모터스(주),053700,2014/12,7.08,7.73,6.32,37.68,6.99,39.82,-49.55,-62.35
삼보모터스(주),053700,2015/12,10.88,18.1,2.31,16.24,9.36,-9.49,-4.68,-6.23
삼보모터스(주),053700,2016/12,7.22,10.06,3.33,25.59,4.17,-19.5,-2.19,32.1
삼보모터스(주),053700,2017/12,5.06,0.73,11.36,10.1,9.93,-2.93,-61.09,-49.86
삼보모터스(주),053700,2018/12,2.28,-0.18,5.54,3.13,0.77,-44.97,-34.89,-73.67
삼보모터스(주),053700,2019/12,2.72,4.38,0.65,-1.85,-0.68,-182.43,-458.92,-763.64
삼보모터스(주),053700,2020/12,7.78,-8.2,28.45,2.05,0.22,0,0,0
삼보모터스(주),053700,2021/12,-0.4,1.25,-1.92,18.67,9.37,2.41,0,0
삼보산업(주),009620,2011/12,,,,,,,,
삼보산업(주),009620,2012/12,,,,,,,,
삼보산업(주),009620,2013/12,0,0,0,0,0,0,0,0
삼보산업(주),009620,2014/12,23.22,-0.55,58.94,-11.83,19.87,139.14,0,-174.63
삼보산업(주),009620,2015/12,-3.47,10.06,-16.19,1.02,-2.6,267.6,0,0
삼보산업(주),009620,2016/12,6.83,13.52,-1.43,-22.05,-6.42,-120.73,-1528.62,-2275.95
삼보산업(주),009620,2017/12,1.86,-4.4,10.75,27.95,1.68,0,0,0
삼보산업(주),009620,2018/12,5.13,-1.46,13.23,-31.84,-17.69,0,0,0
삼보산업(주),009620,2019/12,1.52,-0.22,3.39,27.27,12.45,77.89,0,0
삼보산업(주),009620,2020/12,-1.48,1.47,-4.52,-28.94,-6.25,18.21,0,0
삼보산업(주),009620,2021/12,11.52,1.55,22.46,71.09,18.7,65.21,0,0
삼부토건(주),001470,2011/12,14.33,58.2,-16.51,-55.28,-24.31,0,0,0
삼부토건(주),001470,2012/12,-5.89,-30.74,27.2,-27.58,-15.68,0,0,0
삼부토건(주),001470,2013/12,1.96,13.36,-6.31,-20,-2.51,0,0,0
삼부토건(주),001470,2014/12,38.77,-27.9,97.29,310.91,1.57,0,0,0
삼부토건(주),001470,2016/12,-76.17,-77.44,-75.72,0,-26.08,0,0,0
삼부토건(주),001470,2017/12,-8.29,10.12,-14.4,7.78,-28.16,0,-112.46,-115.65
삼부토건(주),001470,2018/12,5.81,17.33,0.9,-16.47,-36.73,0,0,0
삼부토건(주),001470,2019/12,1.84,17.93,-6.14,5.66,27.54,0,0,0
삼부토건(주),001470,2020/12,16.19,-38.12,50.03,-7.83,67.65,0,0,-850.07
삼부토건(주),001470,2021/12,12.81,5.05,14.81,29.48,-5.88,0,0,0
삼성SDI(주),006400,2011/12,7.49,12.43,-3.56,1.11,6.24,-28.97,-10.11,-88.36
삼성SDI(주),006400,2012/12,27.77,37.59,2.15,20.51,6.01,-8.27,359.69,959.76
삼성SDI(주),006400,2013/12,-3.12,0.14,-14.56,0.07,-13.08,0,-91.12,-94.9
삼성SDI(주),006400,2014/12,51.28,46.4,71.36,57.04,9.13,0,0,252.41
삼성SDI(주),006400,2015/12,1.61,-7.89,35.02,-4.96,38.27,0,0,-311.71
삼성SDI(주),006400,2016/12,-8.17,-4.45,-17.08,-2.63,-31.29,0,307.47,0
삼성SDI(주),006400,2017/12,5.71,11.01,-8.92,4.99,21.55,0,199.55,3142.38
삼성SDI(주),006400,2018/12,22.84,13.86,53.1,6.01,44.87,511.64,6.68,9.24
삼성SDI(주),006400,2019/12,2.6,6.08,-6.12,3.28,10.25,-35.36,-49.15,-34.02
삼성SDI(주),006400,2020/12,8.47,8.22,9.19,5.3,11.86,45.26,61.19,45.73
삼성SDI(주),006400,2021/12,0,0,0,0,0,0,0,0
삼성공조(주),006660,2011/12,23.61,92.62,8.19,3.44,41.18,7.16,-50.43,-47.08
삼성공조(주),006660,2012/12,-4.19,-21.57,2.73,1.96,-15.48,-38.95,-35.01,-38.33
삼성공조(주),006660,2013/12,0.63,22.44,-6,7.53,-16.32,-27.38,218.81,249
삼성공조(주),006660,2014/12,0.82,44.1,-16.31,3.82,-14.99,-77.69,-17.59,-44.28
삼성공조(주),006660,2015/12,-3.38,-28.59,13.79,4.5,-8.2,285.41,-16.41,24.38
삼성공조(주),006660,2016/12,3.52,-30.47,18.05,3.36,-8.36,-40.29,-10.67,-18.59
삼성공조(주),006660,2017/12,4.1,103,-20.82,4.88,8.36,128.92,45.52,43.47
삼성공조(주),006660,2018/12,-1.11,11.12,-9.01,2.71,-11.88,-126.49,-44.13,-38.07
삼성공조(주),006660,2019/12,-0.67,14.85,-12.9,2.13,-6.97,0,-24.06,-19.41
삼성공조(주),006660,2020/12,-0.09,-20.92,21.58,1.83,-15.23,0,13.51,-13.76
삼성공조(주),006660,2021/12,-0.27,-5.35,3.17,-1.35,24.79,0,0,-152.53
삼성물산(주),000830,2011/12,19.55,19.31,19.93,9.82,21.34,-5.54,-17.21,-28
삼성물산(주),000830,2012/12,24.1,27.29,19.09,23.47,17.55,-17.85,12.08,152.38
삼성물산(주),000830,2013/12,-1.92,-5.28,3.71,-5.23,12.27,-11.63,-46.2,-123.61
삼성물산(주),028260,2014/12,11.19,10.74,12.96,33.87,59,92.1,907.72,142.28
삼성물산(주),000830,2014/12,15.86,18.53,11.78,19.88,0.04,50.56,11.72,0
삼성물산(주),028260,2015/12,345.37,295.95,533.36,212.35,160.15,-82.6,502.84,293.19
삼성물산(주),028260,2016/12,4.95,4.29,6.52,10.91,110.59,275.69,-96.09,-53.78
삼성물산(주),028260,2017/12,10.33,18.1,-7.77,23.25,4.19,531.62,495.95,195.6
삼성물산(주),028260,2018/12,-13.54,-21.76,10.96,-11.57,6.41,25.26,167.71,-149.29
삼성물산(주),028260,2019/12,8.25,18.85,-14.03,20.8,-1.27,-21.48,-38.69,0
삼성물산(주),028260,2020/12,18.36,21.25,9.95,25.32,-1.77,-1.12,-1.39,42.79
삼성물산(주),028260,2021/12,0,0,0,0,0,0,0,0
삼성바이오로직스(주),207940,2016/12,,,,,,,,
삼성바이오로직스(주),207940,2017/12,,,,,,,,
삼성바이오로직스(주),207940,2018/12,,,,,,,,
삼성바이오로직스(주),207940,2019/12,,,,,,,,
삼성바이오로직스(주),207940,2020/12,0,0,0,0,0,0,0,0
삼성바이오로직스(주),207940,2021/12,0,0,0,0,0,0,0,0
삼성에스디에스(주),018260,2014/12,4.64,-2.24,10.21,8.14,12.08,17.36,32.18,47.07
삼성에스디에스(주),018260,2015/12,14.17,7.27,19.12,11.59,-0.56,-0.87,6.33,54.95
삼성에스디에스(주),018260,2016/12,8.06,-7.76,18.29,12.03,4.16,6.6,5.66,-1.99
삼성에스디에스(주),018260,2017/12,6.37,-5.81,12.51,8.12,13.68,16.66,14.33,-6.56
삼성에스디에스(주),018260,2018/12,10.11,-1.3,14.93,7.63,7.9,19.93,18.68,24.17
삼성에스디에스(주),018260,2019/12,12.57,23.7,8.54,9.42,6.83,12.85,17.01,24.02
삼성에스디에스(주),018260,2020/12,1.48,-2.41,3.09,1.88,2.78,-11.97,-39.79,-57.04
삼성에스디에스(주),018260,2021/12,0,0,0,0,0,0,0,0
삼성엔지니어링(주),028050,2011/12,46.78,46.74,46.79,35.48,75.03,73.99,51.27,9.62
