회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원)
(주)금비,008870,2017/09,8977361,-3612670,-5299063
(주)금비,008870,2018/09,7260805,-4887190,-3264063
(주)금비,008870,2019/09,8170826,-3978628,-935437
(주)금비,008870,2020/09,7820956,-4424639,2442136
(주)금비,008870,2021/09,13988569,-10038172,-964361
(주)금빛,045890,2011/12,4301261,-2576315,215307
(주)금빛,045890,2012/12,9473080,-2290033,-7773878
(주)금빛,045890,2013/12,1532358,-8138979,7674781
(주)금빛,045890,2014/12,4722146,-5261371,-3723352
(주)금빛,045890,2015/12,3284669,-6262562,2789356
(주)금빛,045890,2016/12,8373494,-5355725,-865584
(주)금빛,045890,2017/12,-509347,600635,1202148
(주)금빛,045890,2018/12,-1758462,7835392,-5865181
(주)금빛,045890,2019/12,-13594750,-6322938,19411863
(주)금빛,045890,2020/12,-2183292,-26338762,27887389
(주)금양,001570,2011/12,1114958,-9889332,11934289
(주)금양,001570,2012/12,3020423,-4588649,3789532
(주)금양,001570,2013/12,-16431019,-5026711,15592811
(주)금양,001570,2014/12,20006548,-3441343,-12855875
(주)금양,001570,2015/12,5231896,-10393782,2011074
(주)금양,001570,2016/12,1940653,-7926270,6271070
(주)금양,001570,2017/12,11500511,3248321,-14968923
(주)금양,001570,2018/12,-528376,-1308968,4330785
(주)금양,001570,2019/12,-8115181,2464547,15218599
(주)금양,001570,2020/12,6371409,-6886986,-4369328
(주)금양,001570,2021/12,-41422728,-20885216,60602877
(주)금오하이텍,165270,2013/12,,,
(주)금오하이텍,165270,2014/12,,,
(주)금오하이텍,165270,2015/12,,,
(주)금오하이텍,165270,2016/12,,,
(주)금호에이치티,214330,2015/12,9740384,-6309220,-3596938
(주)금호에이치티,214330,2016/12,18418054,-36468175,20880081
(주)금호에이치티,214330,2017/12,7280265,-2261968,-7726500
(주)금호에이치티,214330,2018/12,18944987,-40567013,60909166
(주)금호에이치티,214330,2019/12,12110982,-64730024,74414809
(주)금호에이치티,214330,2020/12,15821335,-36137434,18907740
(주)금호에이치티,214330,2021/12,-1903428,23895623,-7088038
(주)금화피에스시,036190,2011/12,15831663,-15744622,-2169873
(주)금화피에스시,036190,2012/12,11267897,-7136828,-2935300
(주)금화피에스시,036190,2013/12,9217849,-12869887,2416000
(주)금화피에스시,036190,2014/12,8104237,1113641,-5415000
(주)금화피에스시,036190,2015/12,23799509,-11723955,-5399751
(주)금화피에스시,036190,2016/12,30403300,-20071544,-5430249
(주)금화피에스시,036190,2017/12,45454658,-37436939,-5380000
(주)금화피에스시,036190,2018/12,21110484,-15380846,-5500000
(주)금화피에스시,036190,2019/12,15347622,-4321502,-7955061
(주)금화피에스시,036190,2020/12,18041111,-1007537,-10081611
(주)금화피에스시,036190,2021/12,12170987,-8276230,-7851689
(주)기가레인,049080,2013/12,10891326,-23508555,32404079
(주)기가레인,049080,2014/12,14426620,-26623360,1138773
(주)기가레인,049080,2015/12,-351517,-21080726,25858773
(주)기가레인,049080,2016/12,-3279275,-14467677,10633649
(주)기가레인,049080,2017/12,-3893464,-10625525,14347861
(주)기가레인,049080,2018/12,-9320776,2263291,5119320
(주)기가레인,049080,2019/12,8306714,-1695891,-6232733
(주)기가레인,049080,2020/12,-3158046,20099744,9942993
(주)기가레인,049080,2021/12,7413265,-3535196,-12154932
(주)기산텔레콤,035460,2011/12,503727,-11861764,587260
(주)기산텔레콤,035460,2012/12,7329218,7946511,-9373343
(주)기산텔레콤,035460,2013/12,1903830,-481364,-2071000
(주)기산텔레콤,035460,2014/12,2836990,-987658,1241923
(주)기산텔레콤,035460,2015/12,6283220,2327290,-22817
(주)기산텔레콤,035460,2016/12,-1680119,-6745004,-1625185
(주)기산텔레콤,035460,2017/12,2647045,39118,-685385
(주)기산텔레콤,035460,2018/12,-2276209,-3968651,-529528
(주)기산텔레콤,035460,2019/12,5501406,-1044708,3040710
(주)기산텔레콤,035460,2020/12,-2584106,-753814,869346
(주)기산텔레콤,035460,2021/12,-479429,-1194372,-764379
(주)까뮤이앤씨,013700,2011/12,-20322130,-546,36139792
(주)까뮤이앤씨,013700,2012/12,3105839,813475,-16683020
(주)까뮤이앤씨,013700,2013/12,-10254054,26180276,-16323301
(주)까뮤이앤씨,013700,2014/12,12949303,55871469,-67275155
(주)까뮤이앤씨,013700,2015/12,7869800,4628456,-13645640
(주)까뮤이앤씨,013700,2016/12,-9738971,-4019364,10664701
(주)까뮤이앤씨,013700,2017/12,8151089,6319430,-9120397
(주)까뮤이앤씨,013700,2018/12,-6807595,-2770216,7597131
(주)까뮤이앤씨,013700,2019/12,7627840,772040,6478552
(주)까뮤이앤씨,013700,2020/12,-22021730,3320500,4636224
(주)까뮤이앤씨,013700,2021/12,-2668352,4198599,-1679069
(주)까스텔바작,308100,2019/12,1951782,-6860983,6074128
(주)까스텔바작,308100,2020/12,664730,-4246849,8505513
(주)까스텔바작,308100,2021/12,5413198,-25184420,16578786
(주)나노,187790,2014/12,,,
(주)나노,187790,2015/12,-10073298,2156639,3613895
(주)나노,187790,2016/12,-237399,-83842,-454313
(주)나노,187790,2017/12,-460060,-3282598,5653695
(주)나노,187790,2018/12,5871665,-15201451,9033800
(주)나노,187790,2019/12,1909303,-2763790,4542064
(주)나노,187790,2020/12,8335739,-2249142,-1165507
(주)나노,187790,2021/12,43313,-11346180,3788239
(주)나노브릭,286750,2019/12,-1388477,-4977169,5448260
(주)나노브릭,286750,2020/12,1966016,2420541,-1551529
(주)나노브릭,286750,2021/12,-2886912,-8973650,11388251
(주)나노신소재,121600,2011/12,-2077395,-13657299,20191349
(주)나노신소재,121600,2012/12,1148914,-705165,-3028886
(주)나노신소재,121600,2013/12,2106797,754888,-2150400
(주)나노신소재,121600,2014/12,1080222,-1362579,410279
(주)나노신소재,121600,2015/12,10954501,-5217538,1031593
(주)나노신소재,121600,2016/12,7393392,-4761744,-2999390
(주)나노신소재,121600,2017/12,9525417,-11412526,-3319906
(주)나노신소재,121600,2018/12,3478436,-1616867,-1571600
(주)나노신소재,121600,2019/12,12314436,-7681809,-917085
(주)나노신소재,121600,2020/12,9481708,-10003453,2862466
(주)나노신소재,121600,2021/12,10782188,-13403643,6602963
(주)나노엔텍,039860,2011/12,-5521860,-16468752,22982454
(주)나노엔텍,039860,2012/12,-2942544,2932043,43862
(주)나노엔텍,039860,2013/12,3688946,-1256479,-259580
(주)나노엔텍,039860,2014/12,-1135277,-1348355,-117644
(주)나노엔텍,039860,2015/12,-3239260,-2774817,11724056
(주)나노엔텍,039860,2016/12,-11163,-7733187,8615543
(주)나노엔텍,039860,2017/12,2638359,-764564,0
(주)나노엔텍,039860,2018/12,2118808,-2316932,-2999848
(주)나노엔텍,039860,2019/12,4092097,-1015021,-7216
(주)나노엔텍,039860,2020/12,4221066,-9743115,1202589
(주)나노엔텍,039860,2021/12,10601063,-2936300,-46912
(주)나노트로닉스,010670,2011/12,-4294578,576085,1521103
(주)나노트로닉스,010670,2012/12,-3028947,-1885415,7535389
(주)나무가,190510,2015/12,22667048,-31018341,17227018
(주)나무가,190510,2016/12,13776122,-19753697,9667403
(주)나무가,190510,2017/12,-27355164,19205940,-1813049
(주)나무가,190510,2018/12,4364540,3758869,-2169300
(주)나무가,190510,2019/12,-25125682,-7548559,30165353
(주)나무가,190510,2020/12,-44270038,17203166,22936108
(주)나무가,190510,2021/12,12134051,-2739089,-9156512
(주)나스미디어,089600,2013/12,-4849054,-7512400,6963460
(주)나스미디어,089600,2014/12,733321,3173962,-1401893
(주)나스미디어,089600,2015/12,17844850,-5865117,-2391465
(주)나스미디어,089600,2016/12,11922078,-8990389,-2968716
(주)나스미디어,089600,2017/12,13087893,-16569464,-3414329
(주)나스미디어,089600,2018/12,19622107,-15739997,-6040737
(주)나스미디어,089600,2019/12,27690940,-947235,-18545379
(주)나스미디어,089600,2020/12,48028784,-23444656,-11263570
(주)나스미디어,089600,2021/12,45402227,-13518461,-8641422
(주)나이벡,138610,2011/12,-826487,-1930112,6107856
(주)나이벡,138610,2012/12,-98195,-2438671,434687
(주)나이벡,138610,2013/12,-1814637,-2109946,3831827
(주)나이벡,138610,2014/12,-903853,-676226,712752
(주)나이벡,138610,2015/12,-2133735,-3040273,6058083
(주)나이벡,138610,2016/12,-372211,-2778691,5418074
(주)나이벡,138610,2017/12,563218,-4093449,4239524
(주)나이벡,138610,2018/12,-2307211,-2351276,240466
(주)나이벡,138610,2019/12,-867616,-9695948,14280495
(주)나이벡,138610,2020/12,-501656,-4384424,21868814
(주)나이벡,138610,2021/12,817972,-6174791,-942618
(주)나이스디앤비,130580,2011/12,3484794,-9515205,5805335
(주)나이스디앤비,130580,2012/12,3084215,-3058282,-700568
(주)나이스디앤비,130580,2013/12,4548075,-3580449,-908600
(주)나이스디앤비,130580,2014/12,4345257,-3063677,-908600
(주)나이스디앤비,130580,2015/12,5526187,-2105151,-1093400
(주)나이스디앤비,130580,2016/12,3957415,-3456223,-1293600
(주)나이스디앤비,130580,2017/12,6488038,-4254073,-1293600
(주)나이스디앤비,130580,2018/12,9615351,-6263631,-1478400
(주)나이스디앤비,130580,2019/12,9517946,-6925983,-3314522
(주)나이스디앤비,130580,2020/12,14682608,-4229666,-3907364
(주)나이스디앤비,130580,2021/12,15740475,-5743247,-4352642
(주)나이스홀딩스,034310,2011/12,4364308,-12317648,-17740124
(주)나이스홀딩스,034310,2012/12,16095924,-29280416,-2055283
(주)나이스홀딩스,034310,2013/12,6370321,-14733012,4227925
(주)나이스홀딩스,034310,2014/12,9552606,-37146465,24962090
(주)나이스홀딩스,034310,2015/12,7860176,-24873791,16499142
(주)나이스홀딩스,034310,2016/12,16928578,-5556862,-6255416
(주)나이스홀딩스,034310,2017/12,15886450,-8577398,-8278508
(주)나이스홀딩스,034310,2018/12,24167521,-58247348,29647676
(주)나이스홀딩스,034310,2019/12,26795951,-43529842,18561919
(주)나이스홀딩스,034310,2020/12,20291135,-48653558,32730582
(주)나이스홀딩스,034310,2021/12,21259315,-3776968,-16752193
(주)나이코,192240,2014/12,,,
(주)나이코,192240,2015/12,,,
(주)나인테크,267320,2017/12,,,
(주)나인테크,267320,2018/12,,,
(주)나인테크,267320,2019/12,,,
(주)나인테크,267320,2020/12,-6113845,-12296172,13865923
(주)나인테크,267320,2021/12,-8555595,-4493879,15189049
(주)남선알미늄,008350,2011/12,-2094516,-7025880,12173149
(주)남선알미늄,008350,2012/12,-3855861,-8064264,9085856
(주)남선알미늄,008350,2013/12,15754793,-3902302,-12499244
(주)남선알미늄,008350,2014/12,13619840,-4041093,-8132148
(주)남선알미늄,008350,2015/12,-14335410,-4412231,25900929
(주)남선알미늄,008350,2016/12,41308166,-15637387,-33848513
(주)남선알미늄,008350,2017/12,30268216,-14334512,-12873531
(주)남선알미늄,008350,2018/12,24353843,-8718754,-6459390
(주)남선알미늄,008350,2019/12,27827235,-10823108,-2717059
(주)남선알미늄,008350,2020/12,-8945995,968206,-2989514
(주)남선알미늄,008350,2021/12,12183877,7005316,-10237402
(주)남성,004270,2011/12,197740,-5291716,4360683
(주)남성,004270,2012/12,-4199539,2682031,1479816
(주)남성,004270,2013/12,14320713,11848902,-26160786
(주)남성,004270,2014/12,-7544776,-451156,9578503
(주)남성,004270,2015/12,-7703096,1594340,5729656
(주)남성,004270,2016/12,3352114,3784150,-7917482
(주)남성,004270,2017/12,16435033,-11133987,-4599313
(주)남성,004270,2018/12,-465011,-4441748,5119317
(주)남성,004270,2019/12,-4419452,-2465640,7329748
(주)남성,004270,2020/12,78075,5326551,-89131
(주)남성,004270,2021/12,-4316846,-13009646,15710464
(주)내츄럴엔도텍,168330,2013/12,25399130,-10828875,21372973
(주)내츄럴엔도텍,168330,2014/12,10421340,-35461089,1206312
(주)내츄럴엔도텍,168330,2015/12,-7009228,2460579,-4040917
(주)내츄럴엔도텍,168330,2016/12,-18242260,-12113212,39750000
(주)내츄럴엔도텍,168330,2017/12,-7436599,-2471974,-675000
(주)내츄럴엔도텍,168330,2018/12,-5418819,7977227,-725000
(주)내츄럴엔도텍,168330,2019/12,-4205698,-896581,-129066
(주)내츄럴엔도텍,168330,2020/12,-1296462,456660,3896513
(주)내츄럴엔도텍,168330,2021/12,-1699256,-1348043,-115174
(주)네오리진,094860,2011/12,1435561,-9331372,10336641
(주)네오리진,094860,2012/12,3744050,-14766637,7550116
(주)네오리진,094860,2013/12,2743867,-4340723,5260175
(주)네오리진,094860,2014/12,-459317,-2383450,4371037
(주)네오리진,094860,2015/12,-2158231,110724,-1229898
(주)네오리진,094860,2016/12,1480802,-1183314,-333493
(주)네오리진,094860,2017/12,170199,-2072357,2252352
(주)네오리진,094860,2018/12,-47289,-1188446,-313500
(주)네오리진,094860,2019/12,1710274,-805680,1786498
(주)네오리진,094860,2020/12,-857000,-2607612,-100000
(주)네오리진,094860,2021/12,-3593994,-10771812,36330870
(주)네오셈,253590,2018/12,,,
(주)네오셈,253590,2019/12,-4325170,9052284,2016919
(주)네오셈,253590,2020/12,11391997,-38305,-7266156
(주)네오셈,253590,2021/12,-5875926,-16770872,16577503
(주)네오오토,212560,2015/12,23075070,-42051050,18942480
(주)네오오토,212560,2016/12,19523716,-30105668,6632114
(주)네오오토,212560,2017/12,15020726,-20169053,749823
(주)네오오토,212560,2018/12,21477384,-13786952,-4970047
(주)네오오토,212560,2019/12,14000633,-10109594,-2930197
(주)네오오토,212560,2020/12,15079648,-3829412,-3213779
(주)네오오토,212560,2021/12,17051293,-13742650,-8119102
(주)네오위즈,095660,2011/12,23934493,-168703709,142467043
(주)네오위즈,095660,2012/12,102308423,-76202012,2554000
(주)네오위즈,095660,2013/12,95124785,-65714568,-51431500
(주)네오위즈,095660,2014/12,37598948,14151001,-79497319
(주)네오위즈,095660,2015/12,24686923,-22082546,-25030
(주)네오위즈,095660,2016/12,31176925,35724684,-68023069
(주)네오위즈,095660,2017/12,12186865,-13655350,93782
(주)네오위즈,095660,2018/12,26107078,-21376212,785063
(주)네오위즈,095660,2019/12,21406568,-31712425,904608
(주)네오위즈,095660,2020/12,50694465,18978997,1824407
(주)네오위즈,095660,2021/12,26976719,-73907996,-8905914
(주)네오위즈홀딩스,042420,2011/12,-395195,-29586477,26741800
(주)네오위즈홀딩스,042420,2012/12,16340404,-12411081,0
(주)네오위즈홀딩스,042420,2013/12,2724813,87782,-22696300
(주)네오위즈홀딩스,042420,2014/12,3723677,-10975470,0
(주)네오위즈홀딩스,042420,2015/12,2264000,-4637557,0
(주)네오위즈홀딩스,042420,2016/12,-14505639,17365373,-7804359
(주)네오위즈홀딩스,042420,2017/12,1661337,3342156,0
(주)네오위즈홀딩스,042420,2018/12,3002116,1244546,-2970100
(주)네오위즈홀딩스,042420,2019/12,-2099062,8318867,-5022355
(주)네오위즈홀딩스,042420,2020/12,-3558493,54721365,-11025418
(주)네오위즈홀딩스,042420,2021/12,3016168,-8647827,-9041019
(주)네오이뮨텍,950220,2021/12,-34348389,-5592238,115314341
(주)네오크레마,311390,2019/12,-987503,-14673364,13225682
(주)네오크레마,311390,2020/12,4112512,-3122210,557247
(주)네오크레마,311390,2021/12,2000526,-644060,224056
(주)네오티스,085910,2011/12,4839557,918054,-748202
(주)네오티스,085910,2012/12,5049341,-7938780,68116
(주)네오티스,085910,2013/12,5249524,-6150864,9049610
(주)네오티스,085910,2014/12,5483549,-13515162,-5671942
(주)네오티스,085910,2015/12,5749103,-2018691,3301665
(주)네오티스,085910,2016/12,712928,-3213511,1400626
(주)네오티스,085910,2017/12,7445746,-3607283,-3489717
(주)네오티스,085910,2018/12,3468514,-2504211,2816286
(주)네오티스,085910,2019/12,2848803,-4449199,2318428
(주)네오티스,085910,2020/12,8293039,-8597630,11901926
(주)네오티스,085910,2021/12,2319804,-15112476,4669157
(주)네오팜,092730,2011/12,3932956,-1135975,-1274312
(주)네오팜,092730,2012/12,564345,-1024056,-514285
(주)네오팜,092730,2013/12,2371251,-1154473,-1092867
(주)네오팜,092730,2014/12,6848449,208656,-2213047
(주)네오팜,092730,2015/12,6094693,-2678727,-2104872
(주)네오팜,092730,2016/12,9803121,-8878813,-1722626
(주)네오팜,092730,2017/12,11104584,-11531492,-2490348
(주)네오팜,092730,2018/12,16534453,-9417490,-3154675
(주)네오팜,092730,2019/12,18867362,-53320285,31039366
(주)네오팜,092730,2020/12,17566478,-4739315,-6585863
(주)네오팜,092730,2021/12,21677613,-16688995,-9457311
(주)네오퍼플,028090,2011/12,-1968984,-5464335,1501480
(주)네오퍼플,028090,2012/12,-5111472,2483911,10925216
(주)네오펙트,290660,2018/12,-5121646,-13886574,31597097
(주)네오펙트,290660,2019/12,-8282225,-26003048,18438063
(주)네오펙트,290660,2020/12,-6156423,-804692,17664249
(주)네오펙트,290660,2021/12,-3953232,-5461976,-898098
(주)네온테크,306620,2018/12,,,
(주)네온테크,306620,2019/12,,,
(주)네온테크,306620,2020/12,1719609,-5001280,1185007
(주)네온테크,306620,2021/12,-7873071,-606401,6868048
(주)네이블커뮤니케이션즈,153460,2012/12,6349901,-9692005,4943043
(주)네이블커뮤니케이션즈,153460,2013/12,-845156,29524,-28169
(주)네이블커뮤니케이션즈,153460,2014/12,-300776,-747213,-987118
(주)네이블커뮤니케이션즈,153460,2015/12,1081967,316424,180201
(주)네이블커뮤니케이션즈,153460,2016/12,5955698,-2436951,7432602
(주)네이블커뮤니케이션즈,153460,2017/12,-6917389,664660,0
(주)네이블커뮤니케이션즈,153460,2018/12,-914367,3570679,0
(주)네이블커뮤니케이션즈,153460,2019/12,-1958720,-2842836,-14455
(주)네이블커뮤니케이션즈,153460,2020/12,-2035298,-3770807,-14455
(주)네이블커뮤니케이션즈,153460,2021/12,3022062,-2312651,21159
(주)네이처셀,007390,2011/12,2248456,-1290166,-559119
(주)네이처셀,007390,2012/12,-916669,-785819,1472054
(주)네이처셀,007390,2013/12,745362,-1438625,1250028
(주)네이처셀,007390,2014/12,117389,1254348,59621
(주)네이처셀,007390,2015/12,975505,-16413985,18490624
(주)네이처셀,007390,2016/12,-2144437,-4877344,4790038
