회사명,거래소코드,회계년도,[제조]총자본증가율(IFRS),[제조]비유동자산증가율(IFRS),[제조]유동자산증가율(IFRS),[제조]자기자본증가율(IFRS),[제조]매출액증가율(IFRS),[제조]정상영업이익증가율(IFRS),[제조]순이익증가율(IFRS),[제조]총포괄이익증가율(IFRS)
삼지전자(주),037460,2014/12,8.38,54.47,-14.99,0.89,-42.08,0,0,-1177.83
삼지전자(주),037460,2015/12,47.67,148.5,-45.26,34.48,-19.14,0,0,0
삼지전자(주),037460,2016/12,13.31,16.35,0.59,8.73,38.73,0,-39.99,-60.35
삼지전자(주),037460,2017/12,14.84,15.17,13.22,20.59,-16.22,-70.5,1053.24,125.36
삼지전자(주),037460,2018/12,33.05,10.39,144.56,11.26,41.15,0,-56.45,-1.82
삼지전자(주),037460,2019/12,3.54,1.1,8.96,0,19.88,0,0,-87.19
삼지전자(주),037460,2020/12,-2.63,0.02,-8.08,9.54,39.67,0,0,753.88
삼지전자(주),037460,2021/12,-7.85,2.94,-32.03,5.37,-42.8,0,-28.85,-27.46
삼진제약(주),005500,2011/12,2.88,23.01,-3.87,2.23,0.67,14.77,-41.85,-47.61
삼진제약(주),005500,2012/12,-1.88,13.4,-8.44,-5.96,-7.96,-27.56,50.63,36.94
삼진제약(주),005500,2013/12,-0.12,2.45,-1.48,0.22,3.4,73.78,-25.95,-20.81
삼진제약(주),005500,2014/12,2.63,11.51,-2.28,11.56,4.84,4.93,162.96,185.27
삼진제약(주),005500,2015/12,5.46,3.19,6.89,17.47,7.55,13.9,30.54,60.4
삼진제약(주),005500,2016/12,3.1,-2.15,6.29,14.61,10.53,16.94,11.58,3.44
삼진제약(주),005500,2017/12,6.27,3.48,7.84,14.01,2.49,11.62,18.63,29.57
삼진제약(주),005500,2018/12,3.48,2.58,3.97,6.13,6.01,26.83,-28.69,-40.91
삼진제약(주),005500,2019/12,-2.45,8.39,-8.2,-3.82,-6.96,-24.6,-53.46,-60.42
삼진제약(주),005500,2020/12,10.19,29.92,-2.17,8.09,-2.79,-28.19,134.66,199.65
삼진제약(주),005500,2021/12,23.59,57.66,-4.76,9.7,6.34,5.18,1.88,19.37
삼천당제약(주),000250,2011/12,3.22,6.59,1.3,4.04,3.98,-25.74,-18.26,-21.38
삼천당제약(주),000250,2012/12,4.1,38.72,-16.61,0.38,-1.18,-11.84,-76.34,-75.34
삼천당제약(주),000250,2013/12,14.62,22.34,6.93,6.17,4.88,52.75,359.83,376.66
삼천당제약(주),000250,2014/12,3.96,6.16,1.45,10.42,13.84,12.8,33.3,3.3
삼천당제약(주),000250,2015/12,5.43,4.23,6.86,5.94,9.83,3.89,2.86,6.35
삼천당제약(주),000250,2016/12,9.02,10.59,7.19,6.9,10.95,23.98,-40,-20.01
삼천당제약(주),000250,2017/12,12.67,19.94,3.95,14.55,7.98,3.33,109.76,216.25
삼천당제약(주),000250,2018/12,14.81,16.45,12.55,-0.81,1.24,-62.96,-48.01,-70.34
삼천당제약(주),000250,2019/12,7.02,5.34,9.43,3.3,13.81,89.31,-5.07,4.65
삼천당제약(주),000250,2020/12,5.55,16.64,-9.74,18.14,-14.64,0,0,-209.88
삼천당제약(주),000250,2021/12,8.31,11.18,3.2,-9.51,2.04,0,0,0
삼천리자전거(주),024950,2011/12,8.46,0.15,29.06,-0.17,22.41,-44.23,-68.61,-69.46
삼천리자전거(주),024950,2012/12,7.69,11.63,0.12,7.26,21.38,308.46,545.02,551.94
삼천리자전거(주),024950,2013/12,5.67,12.12,-8.17,8.36,1.68,6.69,14.6,9.9
삼천리자전거(주),024950,2014/12,18.79,7.49,48.39,9.37,10.07,63.22,15.1,16.6
삼천리자전거(주),024950,2015/12,8.93,26.84,-25.05,8.48,3.93,7.05,23.93,22.23
삼천리자전거(주),024950,2016/12,9.68,12.66,0.12,3.95,-19.27,-50.77,-32.66,-25.38
삼천리자전거(주),024950,2017/12,7.64,9.12,2.3,2.3,-24.24,-75.77,-35.78,-45.79
삼천리자전거(주),024950,2018/12,-3.58,-2.79,-6.6,-16.91,-27.81,0,0,-452.34
삼천리자전거(주),024950,2019/12,-5.65,-16.27,36.93,-11.18,26.2,0,0,0
삼천리자전거(주),024950,2020/12,-12.16,-53.21,88.51,15.03,48.03,0,0,0
삼천리자전거(주),024950,2021/12,-3.89,85.69,-58.43,5.44,7.41,-5.62,-67.14,-51.14
삼현철강(주),017480,2011/12,3.66,19.96,-4.49,8.67,22.05,65.25,61.57,194.2
삼현철강(주),017480,2012/12,3.79,29.96,-12.64,4.09,16.47,-49.52,-48.99,-44.85
삼현철강(주),017480,2013/12,2.41,-7.98,12.11,4.33,-0.89,-10.34,-11.99,7.25
삼현철강(주),017480,2014/12,-4.85,-8.35,-2.17,6.79,-8.97,-3.92,70.1,51.51
삼현철강(주),017480,2015/12,-13.76,-10.36,-16.21,-0.49,-23.38,-20.44,0,-84.1
삼현철강(주),017480,2016/12,8.11,-17.81,28.02,5.69,-17.76,7.53,0,474.87
삼현철강(주),017480,2017/12,2.09,-11.7,8.89,2.82,20.37,16.35,-35.14,-36.24
삼현철강(주),017480,2018/12,6.83,-1.8,10.27,3.27,34.73,-1,15.16,12.03
삼현철강(주),017480,2019/12,2.45,-3.87,4.71,2.94,4.22,-11.97,-9.46,-4.56
삼현철강(주),017480,2020/12,7.79,-0.05,10.36,3.54,-5.34,8.58,17.98,19.26
삼현철강(주),017480,2021/12,14.95,-2.66,20.17,14.02,43.23,284.1,228.71,224.87
삼호개발(주),010960,2011/12,4.78,10.25,0.87,0.39,4.63,-76.13,-51.39,-63.94
삼호개발(주),010960,2012/12,5.41,5.09,5.67,7.89,13.79,204.79,56.83,110.09
삼호개발(주),010960,2013/12,-1.33,8.79,-9.22,3.03,10.53,-39.49,-36.79,-48.96
삼호개발(주),010960,2014/12,-2.47,-2.65,-2.31,-0.55,-10.4,-8.66,-50.41,-37.65
삼호개발(주),010960,2015/12,17.58,1.5,32.53,2,27.5,100.81,153.15,116.83
삼호개발(주),010960,2016/12,3.69,9.27,-0.28,16.24,2.96,74.98,80.16,99.81
삼호개발(주),010960,2017/12,3.87,9.95,-0.87,12.18,-3.1,15.61,59.47,56.25
삼호개발(주),010960,2018/12,6.61,0.46,11.94,7.72,12.71,-4.82,-8.1,-16.88
삼호개발(주),010960,2019/12,8.56,3.47,12.52,6.83,21.78,-6.71,5.78,-7.81
삼호개발(주),010960,2020/12,2.25,-5.82,8.02,7.35,-1.41,-49.3,-35.13,22.2
삼호개발(주),010960,2021/12,-5.17,4.82,-11.39,3.92,-12.67,3.78,-16.36,-28.53
삼화왕관(주),004450,2011/12,8.29,14.79,-5.86,6.61,10.24,2.21,-2.48,0.03
삼화왕관(주),004450,2012/12,2.73,-1.99,15.28,4.38,2.03,-7.36,-1.4,-4.94
삼화왕관(주),004450,2013/12,7.1,10.28,-0.09,5.2,0.53,4.14,-3.09,6.68
삼화왕관(주),004450,2014/12,5.3,1.24,15.4,7.02,2.8,-3.37,7.14,30.59
삼화왕관(주),004450,2015/12,6.66,6.18,7.72,6.83,0.72,29.23,23.06,3.25
삼화왕관(주),004450,2016/12,7,1.08,19.76,4.85,4.82,8.34,2.06,-17.7
삼화왕관(주),004450,2017/12,2.46,0.85,5.38,4.16,3.2,-18.68,-15.45,3.01
삼화왕관(주),004450,2018/12,3.39,3.83,2.64,3.49,3.01,-1.41,17.37,-14.56
삼화왕관(주),004450,2019/12,33.54,69.46,-29.7,5.07,2.1,-4.17,-6.45,33.45
삼화왕관(주),004450,2020/12,-2.57,-2.71,-1.97,-3.74,-3.42,-0.2,0,-125.18
삼화왕관(주),004450,2021/12,0.5,1.17,-2.35,2.27,7.12,-13.64,0,0
삼화전기(주),009470,2011/12,-1.54,-4.91,3.05,-11.88,-8.75,-84.92,0,0
삼화전기(주),009470,2012/12,-1.77,-4.39,1.53,-2.08,2.74,1202.2,0,0
삼화전기(주),009470,2013/12,-0.97,-3.88,2.47,-9.49,1.66,-40.56,0,0
삼화전기(주),009470,2014/12,-4.12,-2.81,-5.58,-4.56,-9.5,-23.36,0,0
삼화전기(주),009470,2015/12,-4.34,-2.99,-5.87,-12.45,0.28,0,0,0
삼화전기(주),009470,2016/12,-2.99,-3.6,-2.26,-2.95,5.95,0,0,0
삼화전기(주),009470,2017/12,2.77,11.93,-7.85,66.14,6.8,977.68,0,0
삼화전기(주),009470,2018/12,-5.55,3.14,-17.78,14.68,-6.04,-7.09,-42.98,-60.83
삼화전기(주),009470,2019/12,-2.09,-2.01,-2.22,2.36,1.84,-0.26,-33.52,-71.71
삼화전기(주),009470,2020/12,10.57,6.87,17.11,7.3,2.92,-55.84,-17.04,129.88
삼화전기(주),009470,2021/12,11.93,3.69,25.25,26.3,23.89,868.74,437.7,236.83
삼화전자공업(주),011230,2011/12,4.25,3.49,5.75,-4.57,8.73,-87.66,0,-123.24
삼화전자공업(주),011230,2012/12,-9.11,-8.1,-11.08,-17.86,-7.05,0,0,0
삼화전자공업(주),011230,2013/12,0.51,0.12,1.3,-3.62,-11.69,0,0,0
삼화전자공업(주),011230,2014/12,-15.25,-23.39,0.84,-63.86,-12.12,0,0,0
삼화전자공업(주),011230,2015/12,-13.6,-10.89,-17.66,-11.52,-23.08,0,0,0
삼화전자공업(주),011230,2016/12,-1.5,-4.73,3.75,-7.73,20.36,0,0,0
삼화전자공업(주),011230,2017/12,-6.1,-6,-6.25,-48.75,11.09,0,0,0
삼화전자공업(주),011230,2018/12,-8.59,1.6,-23.84,289.41,2.96,0,0,0
삼화전자공업(주),011230,2019/12,-5.35,-8.04,0.03,-16.79,-1.12,0,0,0
삼화전자공업(주),011230,2020/12,-7.87,-3.66,-15.6,-10.86,1.39,0,0,0
삼화전자공업(주),011230,2021/12,24.25,29.53,13.18,47.15,14.22,0,0,0
삼화콘덴서공업(주),001820,2011/12,10.37,17.42,-1,-2.55,-10.21,-75.04,-88.23,-102.9
삼화콘덴서공업(주),001820,2012/12,-5.2,-7.01,-1.74,3.08,-1.7,-11.48,38.96,0
삼화콘덴서공업(주),001820,2013/12,-1.51,-2.59,0.44,2.23,3.8,-42.64,-95.1,-18.49
삼화콘덴서공업(주),001820,2014/12,-11.82,-8.32,-17.97,-20.23,-9.13,0,0,-699.75
삼화콘덴서공업(주),001820,2015/12,3.56,-3.63,17.69,3.76,4.64,0,0,0
삼화콘덴서공업(주),001820,2016/12,7.7,-7.24,31.72,9.94,10.47,203.42,108.8,141.34
삼화콘덴서공업(주),001820,2017/12,14.04,9.49,19.19,33.91,19.49,230.01,248.88,243.94
삼화콘덴서공업(주),001820,2018/12,60.66,35.04,87.32,96.3,47.68,335.91,339.2,277.83
삼화콘덴서공업(주),001820,2019/12,-6.44,36.56,-38.71,19.96,-17.11,-58.67,-53.6,-55.18
삼화콘덴서공업(주),001820,2020/12,12.33,0.88,31.48,14.63,0.6,-29.63,-22.98,-12.62
삼화콘덴서공업(주),001820,2021/12,13.67,4.66,25.23,15.81,11.87,26.57,22.08,23.42
삼화페인트공업(주),000390,2011/12,1.39,2.14,0.74,2.48,2.44,51.16,53.51,74.42
삼화페인트공업(주),000390,2012/12,5.95,10.96,1.49,4.59,4.63,3.19,19.82,14.82
삼화페인트공업(주),000390,2013/12,8.74,10.55,6.98,7.37,9.87,26.21,23.28,34.82
삼화페인트공업(주),000390,2014/12,2.56,6.87,-1.77,6.01,3.43,-16.45,37.49,28.4
삼화페인트공업(주),000390,2015/12,2.02,9.12,-5.75,1.81,-2.93,-23.52,1.22,9.15
삼화페인트공업(주),000390,2016/12,2.98,6.83,-1.91,4.93,-2.45,3.73,-17.84,-20.76
삼화페인트공업(주),000390,2017/12,4.42,-1.41,12.46,1.83,1.62,-26.21,-62.09,-57.42
삼화페인트공업(주),000390,2018/12,3.56,4.24,2.74,-3.25,6.09,-40.26,-56.19,-61.23
삼화페인트공업(주),000390,2019/12,-1.09,-2.91,1.15,-0.87,-0.62,6.93,-12.61,-29.38
삼화페인트공업(주),000390,2020/12,6.09,-0.52,13.88,3.6,1.37,3.6,49.93,85.94
삼화페인트공업(주),000390,2021/12,-1.04,1.3,-3.43,-1.91,13.29,0,0,-283.66
삼환기업(주),000360,2011/12,-3.03,-10.72,4.52,-22.18,-17.9,0,0,-380.32
삼환기업(주),000360,2012/12,-52.89,-49.72,-55.55,-88.39,-18.22,0,0,0
삼환기업(주),000360,2013/12,-30.61,-47.73,-14.37,-52.82,-16.16,0,0,0
상신브레이크(주),041650,2011/12,2.38,6.88,-1.95,-3.03,13.7,-21.65,-26.18,13.07
상신브레이크(주),041650,2012/12,6.16,5.76,6.57,5.75,7.25,29.36,31.39,-15.95
상신브레이크(주),041650,2013/12,15.81,11.19,20.62,18.18,7.14,28.21,58.88,107.73
상신브레이크(주),041650,2014/12,10.47,14.88,6.25,12.97,12.61,15.23,17.38,-12.22
상신브레이크(주),041650,2015/12,7.36,9.09,5.56,21.74,3.8,32.67,38.39,75.64
상신브레이크(주),041650,2016/12,10.57,4.67,16.89,17.98,2.36,-1.58,1.9,1.33
상신브레이크(주),041650,2017/12,14.84,26.74,3.4,11.81,-0.12,7.08,-14.64,-20.4
상신브레이크(주),041650,2018/12,11.27,11.24,11.31,7.1,-1.64,-39.95,-21.61,-27
상신브레이크(주),041650,2019/12,4.73,7.54,1.43,4.16,2.99,24.38,-29.8,-38.06
상신브레이크(주),041650,2020/12,1.18,2.28,-0.2,1.32,-9.38,-43.2,-77.52,-53.37
상신브레이크(주),041650,2021/12,1.8,0.99,2.85,3.1,13.85,46.59,118.37,56.05
상신이디피(주),091580,2011/12,10.71,15.43,3.2,16.64,35.51,88.05,100,100
상신이디피(주),091580,2012/12,9.61,16.73,-3.07,5.49,-12.05,-39.16,-57.22,-57.22
상신이디피(주),091580,2013/12,6.09,-3.21,26,9.26,0.88,50.05,121.11,121.11
상신이디피(주),091580,2014/12,-0.27,2.49,-4.83,4.96,-18.66,-46.06,-36,-36
상신이디피(주),091580,2015/12,1.04,5.89,-7.56,-5.39,-22.6,0,0,-169.87
상신이디피(주),091580,2016/12,0.07,4.24,-8.39,2.15,1.55,0,0,0
상신이디피(주),091580,2017/12,2.65,-2.62,14.81,1.01,15.5,160.56,-32.55,-32.55
상신이디피(주),091580,2018/12,30.5,31.73,28.11,26.86,51.45,137.52,633.25,633.25
상신이디피(주),091580,2019/12,3.01,-4.59,18.33,-0.46,-3.91,-89.43,-91.59,-91.59
상신이디피(주),091580,2020/12,-0.99,-8.93,11.91,5.53,-1.48,752.27,-35.11,-35.11
상신이디피(주),091580,2021/12,21.07,9.63,36.2,35.15,17.21,54.42,3102.35,3102.35
상신전자(주),263810,2017/12,32.21,22.13,36.91,70.08,16.46,-10.8,-18.68,-8.28
상신전자(주),263810,2018/12,-2.81,-25.28,6.52,4.93,-0.82,-47.71,-50.43,-51.39
상신전자(주),263810,2019/12,-0.49,25.36,-8.01,7.55,-2.44,-0.39,25.02,39.84
상신전자(주),263810,2020/12,19.68,22.5,18.56,5.23,6.36,1.28,-16.97,-42.77
상신전자(주),263810,2021/12,5.61,0.89,7.54,4.29,19.94,-69.88,-25.88,-13.57
새론오토모티브(주),075180,2011/12,15.3,18.79,12.44,7.18,17.48,10.33,16.07,8.81
새론오토모티브(주),075180,2012/12,-4.08,10.33,-16.58,3.46,6.58,-11.93,-18.41,-16.69
새론오토모티브(주),075180,2013/12,8.61,2.29,15.86,9.2,6.24,63.88,64.67,66.37
새론오토모티브(주),075180,2014/12,4.13,2.17,6.1,7.77,2.46,18.94,16.63,12
새론오토모티브(주),075180,2015/12,10.25,7.09,13.32,8.79,3.27,6.34,15.7,16.15
새론오토모티브(주),075180,2016/12,5.01,5.17,4.86,6.6,-3.28,-19.12,-20.98,-14.17
새론오토모티브(주),075180,2017/12,1.67,1.95,1.41,1.59,-10.3,-55.16,-55.87,-56.02
새론오토모티브(주),075180,2018/12,2.84,29.02,-21.48,3.53,-5,21.57,56.82,41.81
새론오토모티브(주),075180,2019/12,2.1,9.31,-8.9,4.35,2.01,-7.46,8.62,19.22
새론오토모티브(주),075180,2020/12,4.99,-0.74,15.47,6.3,-11.84,-98.53,32.45,35.42
새론오토모티브(주),075180,2021/12,3.5,7.26,-2.42,4.03,-6.03,767.61,-32.18,-24.9
샘표(주),007540,2011/12,7.14,4.49,10.62,4.09,15.62,396.69,88.73,242.11
샘표(주),007540,2012/12,-0.37,10.24,-13.45,-14.91,0.35,108.86,66.69,21.17
샘표(주),007540,2013/12,4.83,5.83,3.27,5.12,5.32,-24.96,-9.13,-11.59
샘표(주),007540,2014/12,-3.28,-4.81,-0.83,4.09,-1.04,10.97,-5.76,-14.34
샘표(주),007540,2015/12,5.44,-5.75,22.73,0.78,4.22,23,69.39,57.16
샘표(주),007540,2016/12,-55.8,-38.19,-76.7,-32.36,-98.87,-88.86,-90.81,-65.09
샘표(주),007540,2017/12,33.46,41.09,9.42,32.26,123.27,222.58,517.05,85.17
샘표(주),007540,2018/12,6.57,2.35,23.73,6.03,54.47,77.36,62.35,26.16
샘표(주),007540,2019/12,6.36,9.46,-4.04,7.18,57.36,69.22,-12.51,36.21
샘표(주),007540,2020/12,9.75,9.93,9.07,11.01,21.2,23.04,59.35,46.63
샘표(주),007540,2021/12,6.87,9.19,-2.08,6.54,-29.35,-32.12,-34.05,-33.25
샘표식품(주),248170,2016/12,,,,,,,,
샘표식품(주),248170,2017/12,0,0,0,0,0,0,0,0
샘표식품(주),248170,2018/12,4.85,7.87,1.06,14.47,0.46,8.67,56.45,46.01
샘표식품(주),248170,2019/12,8.72,8.5,9.02,17.28,1.09,32.03,31.01,38.33
샘표식품(주),248170,2020/12,17.74,1.78,39.06,19.27,13.6,37.49,29.88,26.23
샘표식품(주),248170,2021/12,18.03,11.82,24.11,10.99,10.39,-47.71,-28.52,-28.57
서암기계공업(주),100660,2011/12,50.35,3.89,85.67,60.11,43.3,103.84,91.57,89.25
서암기계공업(주),100660,2012/12,-1.87,3.43,-4.13,9.3,-11.24,-21.7,-20.69,-22.15
서암기계공업(주),100660,2013/12,0.73,-7.83,4.66,3.05,-22.05,-67.32,-53.84,-52.9
서암기계공업(주),100660,2014/12,3.72,-2.88,6.39,1.39,2.27,-52.91,-34.57,-33.34
서암기계공업(주),100660,2015/12,-0.94,1.79,-1.95,0.73,5.49,-31.32,-15.32,-20.7
서암기계공업(주),100660,2016/12,1.82,-4,4.05,0.46,-7.65,-94.3,-33.17,-34.4
서암기계공업(주),100660,2017/12,6.92,-0.07,9.39,3,28.53,5934.45,145.62,159.6
서암기계공업(주),100660,2018/12,-0.29,-6.95,1.86,4.84,3.94,32.67,49.82,48.18
서암기계공업(주),100660,2019/12,1.68,6.57,0.24,2.75,-9.44,-51,-36.45,-32.93
서암기계공업(주),100660,2020/12,-1.16,5.16,-3.14,-0.2,-17.29,0,-76.18,-77.75
서암기계공업(주),100660,2021/12,6.17,21.85,0.84,1.36,41.1,0,144.68,151.49
서울도시가스(주),017390,2011/12,9.37,2.34,19.37,5.96,5.96,-39.35,42,42.31
서울도시가스(주),017390,2012/12,11.95,5,20.43,7.63,11.65,29.55,37.67,34.62
서울도시가스(주),017390,2013/12,-0.51,3.24,-4.5,7.94,0.04,-29.83,-1.89,8.3
서울도시가스(주),017390,2014/12,5.4,1.48,9.92,6.39,-3.13,-67.23,-9.45,-12.03
서울도시가스(주),017390,2015/12,-8.2,-0.17,-16.71,4.74,-16.07,0,-10.17,-17.39
서울도시가스(주),017390,2016/12,3.08,0.11,6.86,3.3,-17.47,0,-27.35,-21.21
서울도시가스(주),017390,2017/12,6.39,-0.25,14.31,4.02,6.21,0,27.82,20.93
서울도시가스(주),017390,2018/12,-12.44,-0.79,-24.56,2.27,2.84,-73.83,-30.72,-34.46
서울도시가스(주),017390,2019/12,14.77,6.97,25.42,0.56,-2.14,231.23,-54.02,-56.46
서울도시가스(주),017390,2020/12,8.78,1.09,17.74,9.77,-5.96,-30.51,992.75,1207.47
서울도시가스(주),017390,2021/12,-1.74,12,-15.48,0.27,-0.08,0,-94.76,-93.9
서울바이오시스(주),092190,2020/12,9.43,3.52,27.33,15.4,-6.48,-62.14,170.47,77.23
서울바이오시스(주),092190,2021/12,10.19,11.61,6.68,0.08,1.9,0,-57.92,44.05
서울반도체(주),046890,2011/12,7.93,36.56,-9.77,2.77,-11.86,-74.05,-68.11,-67.65
서울반도체(주),046890,2012/12,-1,-8.72,6.22,0.36,15.66,-45.67,-73.84,-73.72
서울반도체(주),046890,2013/12,-2.23,-8.94,3.16,6.75,13.95,278.86,371.15,370.91
서울반도체(주),046890,2014/12,10.4,15.28,6.93,-1.23,-13.63,0,0,-101.13
서울반도체(주),046890,2015/12,2.2,7.87,-2.13,1.89,14.48,0,0,0
서울반도체(주),046890,2016/12,-3.27,-1.23,-5,2.73,-7.37,35.1,-8.4,-2.86
서울반도체(주),046890,2017/12,8.33,16.71,0.99,0.54,16.49,84.39,-15.76,-25.16
서울반도체(주),046890,2018/12,4.16,7.73,0.55,6.1,9.11,14.77,212.5,230.15
서울반도체(주),046890,2019/12,-0.29,-3.84,3.56,1.61,-13.91,-38.12,-47.8,-47.5
서울반도체(주),046890,2020/12,-3.64,-4.04,-3.23,1.09,1.68,-35.49,7.66,7.85
서울반도체(주),046890,2021/12,1.05,7.64,-5.53,3.69,11.74,55.11,51.54,46
서울식품공업(주),004410,2011/12,-3.09,0.96,-13.17,-6.35,-17.21,0,0,0
서울식품공업(주),004410,2012/12,8.85,-1.04,37.51,8.74,6.1,0,0,0
서울식품공업(주),004410,2013/12,-1.75,5.56,-17.01,3.75,7.34,-12.71,-16.6,-53.03
서울식품공업(주),004410,2014/12,4.78,2.92,9.71,1.9,0.68,-15.33,-33.78,-47.44
서울식품공업(주),004410,2015/12,10.52,12.01,6.81,1.04,12.8,25.84,101.75,160.3
서울식품공업(주),004410,2016/12,10.12,8.88,13.36,3.61,-6.6,-67.75,-80.05,-88.39
서울식품공업(주),004410,2017/12,22.78,18.16,34.38,-0.55,28.67,38.87,-34.87,-201.58
서울식품공업(주),004410,2018/12,0.67,0.83,0.3,3.14,25.28,18.58,228.72,0
서울식품공업(주),004410,2019/12,-1.85,1.07,-8.33,-9.37,-12.18,-66.55,0,-401.52
서울식품공업(주),004410,2020/12,-1.6,-1.88,-0.91,13.64,-0.94,107.27,0,0
서울식품공업(주),004410,2021/12,-3.31,-2.57,-5.1,-8.28,-10.18,0,0,0
서울전자통신(주),027040,2011/12,5.89,4.56,10,0.9,14.91,-97.95,-94.66,-95.12
서울전자통신(주),027040,2012/12,-14.02,-24.05,15.24,-22.1,-16.42,0,0,-2404.76
서울전자통신(주),027040,2013/12,9.2,3.83,19.53,19.29,65.12,0,0,0
서울전자통신(주),027040,2014/12,-13.03,7.81,-47.83,-28.64,24.38,0,0,-277.15
서울전자통신(주),027040,2015/12,-10.12,-27.88,51.19,-20.33,-5.33,-2.19,0,0
서울전자통신(주),027040,2016/12,27.56,14.85,48.49,23.66,188.19,548.76,0,563.53
서울전자통신(주),027040,2017/12,-7.55,-6.02,-9.49,-1.61,-0.81,-83.21,0,-173.8
서울전자통신(주),027040,2018/12,-2.11,4.71,-11.13,-5.58,-4.85,0,0,0
서울전자통신(주),027040,2019/12,94.42,160.67,-8.85,155.25,-35.37,0,0,0
서울전자통신(주),027040,2020/12,16.88,24.85,-18.65,14.4,-13.29,0,0,-67.9
서울전자통신(주),027040,2021/12,-8.34,-13.49,26.85,-18.29,16.22,0,0,-219.99
서호전기(주),065710,2011/12,-4.11,5.64,-8.24,-4.21,10.14,0,-60.65,-62.61
서호전기(주),065710,2012/12,0.35,2.27,-0.59,1.4,14.99,0,137.76,147.53
서호전기(주),065710,2013/12,0.97,4.49,-0.79,2.14,4.26,272.21,74.17,68.73
서호전기(주),065710,2014/12,14.06,-0.79,21.89,4.3,29.82,128.99,68.8,54.11
서호전기(주),065710,2015/12,9.05,13.02,7.34,2.37,52.3,34.66,18.73,6.41
서호전기(주),065710,2016/12,23,11.1,28.38,13.59,12.57,127.98,193.93,264.28
서호전기(주),065710,2017/12,-2.57,-3.55,-2.18,4.29,-25.32,58.42,-32.76,-34.86
서호전기(주),065710,2018/12,2.25,-3.05,4.3,2.96,-30.58,-53.95,-20.54,-6.45
서호전기(주),065710,2019/12,17.64,144.61,-27.92,19.86,111.55,103.05,213.9,175.78
서호전기(주),065710,2020/12,-2.9,17.19,-27.36,-0.93,-8.44,-7.18,-56.83,-62.98
서호전기(주),065710,2021/12,9.91,-29.08,86.51,14.79,9.62,31.08,161.7,211.9
선도전기(주),007610,2011/12,2.74,-6.8,19.39,-6.04,41.7,0,284.16,-188.11
선도전기(주),007610,2012/12,-3.65,-1.08,-7.16,-1.14,-15.26,0,0,0
선도전기(주),007610,2013/12,32.24,13.3,59.73,5.36,99.18,0,0,0
선도전기(주),007610,2014/12,2.87,20.74,-15.53,-1.95,-17.88,-60.32,-66.47,-132.03
선도전기(주),007610,2015/12,0.39,-3.78,6.53,-0.71,1.24,385.91,445.86,0
선도전기(주),007610,2016/12,8.38,2.78,15.83,3.81,3.32,-13.62,36.8,0
선도전기(주),007610,2017/12,5.91,11.71,-0.94,7.39,14.56,-43.22,-50.53,89.63
선도전기(주),007610,2018/12,-4.48,-5.55,-3.04,-5.68,-22.8,98.52,-98.67,-167.1
선도전기(주),007610,2019/12,12.17,18.18,4.38,3.64,7.16,0,0,0
선도전기(주),007610,2020/12,0.99,5.87,-6.16,0.95,-9.64,0,0,-61.56
선도전기(주),007610,2021/12,-7.97,-2.27,-17.39,-17.12,-5.67,0,0,-853.23
선진뷰티사이언스(주),086710,2021/12,18.38,15.01,25.33,52.55,5.03,-2.06,-35.07,-33.98
성문전자(주),014910,2011/12,7.33,7.57,7.1,14.68,11.77,20.6,27.53,37.53
성문전자(주),014910,2012/12,-17.91,-6.3,-28.46,-6.17,-32.31,0,0,-137.13
성문전자(주),014910,2013/12,14.18,-7.76,40.32,-4.3,-4.07,0,0,0
성문전자(주),014910,2014/12,1.74,13.38,-7.37,-8.08,-9.95,0,0,0
성문전자(주),014910,2015/12,-15.28,-4.02,-26.07,8.32,-6.75,0,0,0
성문전자(주),014910,2016/12,-4.31,-0.4,-9.18,1.79,-11.27,0,0,0
성문전자(주),014910,2017/12,-3.56,-8.96,3.8,4.34,-4.42,0,0,0
성문전자(주),014910,2018/12,4.95,13.69,-5.5,2.45,-13.6,0,0,0
성문전자(주),014910,2019/12,-7.7,7.87,-30.11,-8.18,-27.29,0,0,-439.91
성문전자(주),014910,2020/12,-7.12,-10.25,-0.18,-6.32,4.88,0,0,0
성문전자(주),014910,2021/12,37.14,10.9,89.56,3.51,39.34,0,0,0
성보화학(주),003080,2011/12,5.66,-1.76,17.37,0.49,16.98,318.96,288.75,4417.51
성보화학(주),003080,2012/12,1.01,-1.35,4.12,1.81,9.99,74.2,66.88,76.91
성보화학(주),003080,2013/12,0.35,-1.19,2.28,1.61,9.57,36.03,17.37,35.39
성보화학(주),003080,2014/12,4.36,0.19,9.39,2.2,9.84,40.06,32.48,45.62
성보화학(주),003080,2015/12,1.09,-2,4.5,-1.35,2.76,2.77,-29.38,-44.03
성보화학(주),003080,2016/12,80.85,5.6,159.02,79.03,3.51,-76.52,2198.09,2596.83
성보화학(주),003080,2017/12,-4.57,61.92,-32.72,0.54,0.62,0,-87.64,-87.09
성보화학(주),003080,2018/12,-1.22,-13.59,11.39,-4.79,-15.16,0,-33.84,-39.35
성보화학(주),003080,2019/12,-5.96,-3.25,-8.1,-4.59,-15.46,0,0,-149.32
성보화학(주),003080,2020/12,-7.62,-0.24,-13.77,-6.72,23.63,0,0,0
성보화학(주),003080,2021/12,7.94,5.68,10.12,-0.88,11.57,0,0,0
