회사명,거래소코드,회계년도,[제조]비유동비율(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]부채비율(IFRS),[제조]유동부채비율(IFRS),[제조]차입금비율(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]유보액대비율(IFRS),[제조]유보액 대 납입자본배율(IFRS),[제조]투자집중도(IFRS)
(주)에스제이케이,080440,2016/12,284.65,17.83,12.18,0.05,215.79,174.71,147.34,-2.68,2.94,0.1,206.4
(주)에스제이케이,080440,2017/12,328.3,8.09,5.07,0.18,244.23,196.89,189.03,-4.66,-5,-0.15,293.44
(주)에스제이케이,080440,2018/12,360.57,26.19,23.11,1.15,331.68,271.49,253.77,-3.24,17.25,2.91,621.63
(주)에스제이케이,080440,2019/12,349.76,12.89,6.49,0.1,280.2,236.04,212.9,-1.3,15.16,1.36,863.49
(주)에스지글로벌,001380,2011/12,121.36,75.79,30.22,7.98,50.83,38.88,28.4,1.66,53.24,4.06,89.22
(주)에스지글로벌,001380,2012/12,95.64,227.15,48.15,3.03,65.87,30.92,31.7,-2.97,47.39,3.66,101.77
(주)에스지글로벌,001380,2013/12,88.54,172.97,41.59,10,66.87,45.28,34.59,4.07,47.69,3.89,90.47
(주)에스지글로벌,001380,2014/12,137.13,95.68,35.83,2.46,70.03,34.38,43.2,5.07,46.74,3.86,58.05
(주)에스지글로벌,001380,2015/12,137.38,62.42,28.91,6.43,74.55,59.55,43.67,-0.7,45.08,3.68,48.91
(주)에스지글로벌,001380,2016/12,129.56,76.39,53.74,5.07,76.1,60.93,43.32,3.56,45.06,3.83,44.03
(주)에스지글로벌,001380,2017/12,114.09,101.37,80.05,13.33,51.2,36.61,22.88,0.42,55.92,4.22,44.43
(주)에스지글로벌,001380,2018/12,111.05,148.42,124.97,29.66,48.18,25.02,21.16,3.88,57.21,4.29,52.64
(주)에스지글로벌,001380,2019/12,111.81,101.85,84.29,27.53,45.49,33.07,12.27,4.94,56.1,4.43,66.84
(주)에스지글로벌,001380,2020/12,111.95,172.37,138.59,58.56,51.43,22.9,28.72,5.93,53.84,4.4,82.62
(주)에스지글로벌,001380,2021/12,124.91,278.8,193.13,74.58,50.91,9.33,37.16,0.55,53.83,4.32,91.21
(주)에스지세계물산,004060,2011/12,77.03,191.31,102.19,22.47,42.38,34.16,17.57,7.15,37.03,1.12,54.45
(주)에스지세계물산,004060,2012/12,75.83,203.88,104.88,15.59,36.65,29.83,12.56,4.07,39.26,1.16,56.16
(주)에스지세계물산,004060,2013/12,76.78,203.52,88.01,11.91,35.73,28.97,11.62,-1.52,38.82,1.11,54.59
(주)에스지세계물산,004060,2014/12,74.6,186.78,93.86,10.12,43.14,36.69,17.52,-9.67,34.82,0.99,52
(주)에스지세계물산,004060,2015/12,85.18,162.39,69.86,11.18,41.25,34.53,17.64,10.04,36.07,1.04,48.98
(주)에스지세계물산,004060,2016/12,89.02,153.43,69.54,11.7,48.41,38.71,23.55,1.55,33.8,1.01,52.19
(주)에스지세계물산,004060,2017/12,99.98,162.32,71.97,7.32,65.59,40.42,40.2,-1.67,28.93,0.92,65.43
(주)에스지세계물산,004060,2018/12,63.65,221.34,130.55,2.62,68.54,47.39,44.92,2.37,28.96,0.95,60.61
(주)에스지세계물산,004060,2019/12,63.79,216.06,123.3,27.3,33.45,32.24,18.97,2.89,39.03,1.09,61.72
(주)에스지세계물산,004060,2020/12,63.69,211.18,150.69,42.78,35.01,33.77,19.17,-24.89,35.93,0.94,65.46
(주)에스지세계물산,004060,2021/12,75.97,204.21,146.47,24.36,24.81,23.92,15.89,-4.68,47.27,1.44,106.98
(주)에스지엔지,040610,2011/12,100.39,104.16,101.73,12.38,14.44,13.49,4.67,11.26,70.01,3.83,42.45
(주)에스지엔지,040610,2012/12,96.85,144.33,134.19,23.51,9.77,8.95,2.34,20.9,73.81,4.06,41.72
(주)에스지엔지,040610,2013/12,98.26,119.46,104.77,33.1,14.51,13.6,6.78,23.14,71.35,4.24,47.77
(주)에스지엔지,040610,2014/12,97.61,113.01,98.45,21.14,26.76,25.79,19.42,7.09,64.96,4.43,77.54
(주)에스지엔지,040610,2015/12,109.26,66.45,55.24,14.83,25.73,24.79,19.85,3.18,66.09,4.67,69.44
(주)에스지엔지,040610,2016/12,108.73,69.22,59.83,14.76,26.79,26.09,18.93,5.67,65.81,4.78,73.85
(주)에스지엔지,040610,2017/12,93.32,137.13,122.63,7.36,28.42,25.6,18.99,5.07,65.5,5.03,98.33
(주)에스지엔지,040610,2018/12,114.45,90.96,80.47,23.76,40.69,28.85,29.24,-1.36,59.38,4.82,64.08
(주)에스지엔지,040610,2019/12,125.98,86.28,74.62,13.72,48.26,25.82,37.53,0.36,56.35,4.82,76.9
(주)에스지엔지,040610,2020/12,136.65,31.95,23.52,8.03,46.6,31.14,38.1,0.78,57.74,5.23,102.32
(주)에스지엔지,040610,2021/12,115.18,77.76,73.01,12.33,48.92,43.38,36.69,-0.49,56.81,5.22,120.24
(주)에스코넥,096630,2011/12,93.39,110.28,92.58,0.2,139.08,132.1,77.31,1.59,42.97,4.6,85.11
(주)에스코넥,096630,2012/12,76.59,133.55,116.48,1.35,106.82,97.51,53.05,3.22,37.11,3.3,58.14
(주)에스코넥,096630,2013/12,83.1,203.94,194.65,88.21,104.63,59.59,79.69,5.87,39.36,4.14,51.92
(주)에스코넥,096630,2014/12,94.84,128.09,123.5,57.96,113.82,92.88,83.38,2.98,41.44,4.39,63.08
(주)에스코넥,096630,2015/12,106.63,122.22,117.42,37.94,104.1,79.74,70.95,3.5,45.45,4.76,54.68
(주)에스코넥,096630,2016/12,100.39,125.03,121.33,56.58,87.22,69.44,54.92,6.38,49.75,5.13,54.48
(주)에스코넥,096630,2017/12,112.25,85.06,76.73,16.09,70.01,67.9,57.74,3.31,54.36,5.23,65
(주)에스코넥,096630,2018/12,113.12,95.92,91.47,26.53,64.93,54.02,57.33,1.19,57.38,5.45,70.52
(주)에스코넥,096630,2019/12,133.83,60.75,53.8,9.43,69.53,58.77,63.09,-7.68,55.51,4.93,122.18
(주)에스코넥,096630,2020/12,122.33,118.21,114.38,36.25,106.42,71.14,82.94,-4.88,45.25,4.38,219.52
(주)에스코넥,096630,2021/12,85.94,148.45,142.25,31.18,77.08,61.39,54.78,4.47,51.83,4.95,81.23
(주)에스텍파마,041910,2011/12,71.82,198.35,115.16,26.65,56.4,42.64,25.83,17.91,58.27,9.18,129.61
(주)에스텍파마,041910,2012/12,91.41,204.7,129.89,20.74,71.16,38.96,49.19,12.18,53.9,11.06,169.68
(주)에스텍파마,041910,2013/12,80.84,238.3,129.48,53.69,53.35,30.43,41.24,4.14,61.24,11.72,233.93
(주)에스텍파마,041910,2014/12,66.55,175.74,105.08,10.54,50.75,47.91,33.91,0.14,62.54,13.16,253.02
(주)에스텍파마,041910,2015/12,75.7,304.06,168.14,85.26,26.58,16.74,17.99,0.68,73.79,12.07,190.08
(주)에스텍파마,041910,2016/12,66.73,357.91,243.43,159.52,26.14,16.6,16.83,10.65,74.64,12.72,207.58
(주)에스텍파마,041910,2017/12,60.43,422.33,294.29,195.91,15.65,13.08,7.17,11.35,82.32,13.54,222.53
(주)에스텍파마,041910,2018/12,57.99,759.68,553.67,389.74,10.27,6.88,0,16.45,86.54,14.29,203.41
(주)에스텍파마,041910,2019/12,49.03,575.58,456.22,339.45,13.2,11.15,0.48,296.98,84.83,16.53,219.64
(주)에스텍파마,041910,2020/12,47.41,690.7,533.32,405.48,10.58,9.15,0.3,912.25,87.12,17.99,169.92
(주)에스텍파마,041910,2021/12,39.35,930.3,738.27,510.13,8.67,7.45,0.26,737.61,88.93,19.7,193.72
(주)에스티아이,039440,2011/12,97.66,104.08,99.13,8.25,99.64,97.97,8.8,46.42,36.84,2.78,44.9
(주)에스티아이,039440,2012/12,85.48,122.86,113.85,4.6,77.26,74.71,17.81,27.77,43.55,3.39,59.72
(주)에스티아이,039440,2013/12,106.31,98.73,91.43,8.71,77.47,72.08,16.31,13.08,45.72,4.3,46.51
(주)에스티아이,039440,2014/12,75.08,135.22,130.89,9.22,88.1,83.59,8.27,55.84,46.27,5.6,57.13
(주)에스티아이,039440,2015/12,56.88,148.32,143.78,66.77,99.03,95.84,12.35,86.63,44.77,6.89,73.58
(주)에스티아이,039440,2016/12,51.19,148.13,143.51,33.94,110.99,107.89,4.8,111.42,43.34,9.02,69.71
(주)에스티아이,039440,2017/12,43.98,168.91,159.03,21.6,83.18,82.41,2.67,331.15,52.34,12.41,51.13
(주)에스티아이,039440,2018/12,33.22,209.71,196.33,52.78,63.15,61.96,27.82,44.37,61.26,18.84,84.12
(주)에스티아이,039440,2019/12,57.64,182.74,178.48,14.45,54.84,53.19,5.85,27.62,65.45,20.93,66.95
(주)에스티아이,039440,2020/12,64.41,207.82,196.66,38.64,36.2,34.54,8.15,62.4,74.58,22.8,85.32
(주)에스티아이,039440,2021/12,54.04,174.91,165.67,10.38,62.79,62.18,17.05,110.47,62.29,25.62,117.2
(주)에스티오,098660,2011/12,116.73,117.49,35.58,3.12,146.09,110.1,71.26,5.12,39,11.23,76.05
(주)에스티오,098660,2012/12,104.78,112.34,35.33,0.12,117.5,100.33,67.08,3.31,44.28,12.27,67.91
(주)에스티오,098660,2013/12,112.61,114.14,28.46,0.78,130.57,103.34,62.61,0.08,41.72,11.87,71.68
(주)에스티오,098660,2014/12,123.79,112,28.29,0.01,187.52,146.19,96.14,1.96,31.33,5.8,68.62
(주)에스티오,098660,2015/12,93.65,134.1,29.91,0.29,142.19,110.77,79.34,4.78,37.74,6.8,64.14
(주)에스티오,098660,2016/12,84.86,140.89,26.5,0.01,120.14,96.02,62.06,4.68,41.83,7.45,63.55
(주)에스티오,098660,2017/12,78.55,156.85,34.03,4.82,106.35,81.48,57.54,1.71,44.55,7.32,65.21
(주)에스티오,098660,2018/12,66.9,174.1,58.29,31.01,106.31,80.07,50.87,2.15,44.48,7.16,69.54
(주)에스티오,098660,2019/12,76.83,151.57,28.2,0.08,92.12,76.06,63.93,5.25,45.03,4.86,73.26
(주)에스티오,098660,2020/12,85.91,165.75,31.25,1.82,116.6,78.85,86.54,-0.47,38.99,4.11,82.93
(주)에스티오,098660,2021/12,89.84,161.04,39.46,7.65,108.66,73.78,69.17,0.15,40.19,3.94,80.79
(주)에스티큐브,052020,2011/12,96.25,152.07,120.79,34.63,44.49,31.72,12.22,-141.6,40.89,1.39,137.62
(주)에스티큐브,052020,2012/12,88.61,163.26,119.6,26.23,40.71,31.92,11.29,2.89,43.61,1.53,90.84
(주)에스티큐브,052020,2013/12,45.3,708.11,664.45,109.42,146.19,28.37,126.79,-3.75,19.83,0.93,280.65
(주)에스티큐브,052020,2014/12,52.09,310.31,296.64,220.28,44.43,29.76,32.57,-5.13,35.38,1.03,408.86
(주)에스티큐브,052020,2015/12,75.58,774.1,758.1,355.46,11.16,4.6,0,-16.98,43.11,0.91,220.32
(주)에스티큐브,052020,2016/12,65.75,317.42,315.38,269.5,38.46,22.91,13.13,3.86,42.93,1.45,170.65
(주)에스티큐브,052020,2017/12,85.29,556.69,526.26,263.14,25.78,7.27,1.66,-20.84,42.68,1.14,157.87
(주)에스티큐브,052020,2018/12,50.59,3736.69,3716.85,1747.8,40.79,2.41,23.75,-2.8,51.29,2.57,420.02
(주)에스티큐브,052020,2019/12,35.29,278.86,276.61,101.73,66.52,47.06,39.57,1.25,35.7,1.45,263.13
(주)에스티큐브,052020,2020/12,32.87,787.45,779.08,474.73,28.51,12.15,8.69,-6.19,51.46,1.93,449.02
(주)에스티큐브,052020,2021/12,68.85,374.8,366.16,220.45,28.65,15.96,9.69,-24.79,37.53,0.92,247.19
(주)에스폴리텍,050760,2011/12,119.49,100.05,88.31,14.12,156.55,136.99,81.46,3.07,31.32,4.09,89.8
(주)에스폴리텍,050760,2012/12,98.82,122.83,106.42,5.33,115.09,94.66,61.47,3.3,38.22,4.62,89.79
(주)에스폴리텍,050760,2013/12,119.81,90.78,76.65,10.71,111.33,100.81,62.54,2.6,40.97,4.91,96.09
(주)에스폴리텍,050760,2014/12,121.02,82.4,67.56,17.87,105.33,102.32,71.61,1.03,42.21,4.95,88.57
(주)에스폴리텍,050760,2015/12,127.52,77.47,58.55,10.63,110.54,107.17,76.64,1.83,41.4,5.18,84.68
(주)에스폴리텍,050760,2016/12,94.55,107.72,88.5,17.22,114.62,111.46,68.75,4.01,40.45,5.17,76.3
(주)에스폴리텍,050760,2017/12,101.7,111.13,94.22,22.8,140.07,124.52,85.77,1.89,35.75,4.75,75.27
(주)에스폴리텍,050760,2018/12,95.16,120.49,96.12,18.88,120.47,104.01,84.54,3.89,39.17,4.97,66.7
(주)에스폴리텍,050760,2019/12,75.61,143.94,117.58,53.39,89.24,78.94,59.31,15.06,47.06,6.46,71.65
(주)에스폴리텍,050760,2020/12,73.62,145.48,125.63,50.96,94.86,83.34,66.87,16.7,47.22,7.28,82.01
(주)에스폴리텍,050760,2021/12,66.94,180.14,152.1,76.26,57.17,50.09,39.35,7.37,58.86,8.09,85.35
(주)에스피시스템스,317830,2019/12,70.95,232.36,222.35,47.65,76.19,45.29,33.7,6.47,59.98,41.79,179.41
(주)에스피시스템스,317830,2020/12,77.29,164.14,154.59,37.32,70.48,56.78,30.74,3.64,62.14,40.12,174.39
(주)에스피시스템스,317830,2021/12,124.6,98.35,90.77,19.17,105.03,81.78,75.51,-2.06,51.73,39.35,190.95
(주)에스피씨삼립,005610,2011/12,138.06,74.32,63.81,2.11,127.3,120.08,18.19,6.55,32.41,2.71,49.2
(주)에스피씨삼립,005610,2012/12,144.2,90.86,78.03,2.34,134.7,99.61,30.17,4.42,31.85,2.87,40.09
(주)에스피씨삼립,005610,2013/12,144.99,70.71,56.98,2.28,131.87,122.87,36.72,6.5,32.94,3.13,34.74
(주)에스피씨삼립,005610,2014/12,142.99,71.81,65.47,3.39,116.67,102.6,36.02,7.3,35.93,3.41,30.51
(주)에스피씨삼립,005610,2015/12,134.07,69.57,64.5,2.77,93.22,85.02,28.7,13.15,40.85,3.63,28.33
(주)에스피씨삼립,005610,2016/12,136.2,71.33,66.37,1.42,99.66,88.97,36.06,19.59,41.18,4.01,27.63
(주)에스피씨삼립,005610,2017/12,158.95,67.18,62.23,1.46,134.69,112.74,67.78,11.39,44.23,4.6,30.07
(주)에스피씨삼립,005610,2018/12,141.87,64.72,44.09,1.47,103.24,94.82,53.85,11.48,50.43,6.94,48.51
(주)에스피씨삼립,005610,2019/12,232.64,73.54,52.48,2.24,201.93,94.23,148.68,7.54,33.88,7.5,71.83
(주)에스피씨삼립,005610,2020/12,247.02,51.96,38.91,1.66,217.03,134.73,150.97,5.23,32.31,7.08,65.42
(주)에스피씨삼립,005610,2021/12,212.49,67.99,48.22,0.15,186.95,109.51,127.1,8.97,35.61,7.87,61.44
(주)에스피지,058610,2011/12,77.7,140.66,101.21,26.08,91.07,80.6,45.68,2.94,46.67,8.23,108.25
(주)에스피지,058610,2012/12,83.47,152.45,108.27,20.54,96.46,74.11,62.18,2.67,45.28,8.05,105.82
(주)에스피지,058610,2013/12,82.15,141.54,97.27,15.37,100.01,83.27,61.29,2.39,44.44,8,101.23
(주)에스피지,058610,2014/12,78.82,146.78,97.61,10.5,93.72,78.28,63.86,3.54,45.61,7.59,97.27
(주)에스피지,058610,2015/12,72.67,146.47,103.3,22.21,104.57,90.06,70,2.95,43.18,7.57,107.51
(주)에스피지,058610,2016/12,87.32,135.72,104.18,24.83,129.5,104.76,80.23,1.42,44.65,9.42,136.02
(주)에스피지,058610,2017/12,100.54,122.86,90.29,11.8,141.55,114.77,94.78,0.13,40.68,8.31,77.93
(주)에스피지,058610,2018/12,102.4,115.94,69.28,10.05,115.24,97.32,69.01,2.37,43.9,9.85,90.23
(주)에스피지,058610,2019/12,103.31,128.59,74.04,11.65,110.92,83.69,64.72,0.09,44.74,9.6,88.58
(주)에스피지,058610,2020/12,103.09,113.02,68.57,9.15,114.22,98.32,60.18,1.28,44.08,9.71,87.74
(주)에스피지,058610,2021/12,89.5,127.24,83.38,12.95,99.38,86.36,46.81,6.81,46.96,11.39,88.48
(주)에쎈테크,043340,2011/12,108.1,117.77,46.82,0.78,250.99,206.25,189.41,-1.77,12.83,0.76,100.43
(주)에쎈테크,043340,2012/12,132.94,96.03,50.99,0.97,232.76,208.09,148.19,0.34,-23.94,-0.43,82.69
(주)에쎈테크,043340,2013/12,125.01,95.61,53.85,0.93,214.35,198.03,128.4,1.57,-21.94,-0.4,73.11
(주)에쎈테크,043340,2014/12,121.12,101.14,55.1,0.29,182.97,160.03,121.84,1.95,-22.28,-0.39,71.7
(주)에쎈테크,043340,2015/12,120.15,97.94,54.1,0.02,155.56,138.26,104.37,1.6,-14.63,-0.27,89.05
(주)에쎈테크,043340,2016/12,66.91,128.64,84.13,0.65,148.55,141.2,105,2.41,-11.48,-0.22,74.22
(주)에쎈테크,043340,2017/12,76.49,130.37,66.53,0.53,88.95,86.26,47,0.72,-13.63,-0.2,70.75
(주)에쎈테크,043340,2018/12,65.2,170.32,79.43,0.76,59.61,55.43,36.42,4.22,-12.4,-0.17,70.9
(주)에쎈테크,043340,2019/12,61.87,183.5,83.1,7.63,54.59,50.53,37.09,0.88,-19.24,-0.23,76.53
(주)에쎈테크,043340,2020/12,124.71,152.48,73.94,9.43,125.56,66.14,104.2,1.65,-14.16,-0.24,107.53
(주)에쎈테크,043340,2021/12,207.52,129.61,62.38,8.89,258.91,116.8,208.47,-0.51,-13.65,-0.33,146.51
(주)에이디모터스,038120,2011/12,98.39,144.95,68.33,15.48,24,17.67,2.9,-20.26,38.44,0.91,305.65
(주)에이디칩스,054630,2011/12,62.22,949.76,753.42,100.75,38.86,8.07,19.17,43.56,45.71,1.74,59.81
(주)에이디칩스,054630,2012/12,80.78,397.28,214.47,23.84,59.86,19.91,30.7,-11.83,33.93,1.19,56.35
(주)에이디칩스,054630,2013/12,102.46,290.97,138.38,25.21,102.04,34.22,50.94,-11.65,19.28,0.64,51.36
(주)에이디칩스,054630,2014/12,163.01,162.07,82.69,8.12,197.27,82.84,134.93,-14.77,-4.31,-0.11,59.78
(주)에이디칩스,054630,2015/12,67.57,176.03,100.56,24.29,58.87,51.87,45.97,-8.55,10.61,0.2,72.35
(주)에이디칩스,054630,2016/12,88.03,122.64,81.54,23.45,84.55,78.7,67.86,5.86,23.7,0.78,73.31
(주)에이디칩스,054630,2017/12,51.21,381.37,332.97,291.58,20.44,18.15,11.67,5.9,51.33,1.62,162.87
(주)에이디칩스,054630,2018/12,113.35,103.61,78.14,46.8,65.82,50.65,49.48,-8.86,31.07,1.06,248.08
(주)에이디칩스,054630,2019/12,73.47,198.65,157.65,111.1,42.34,34.67,28.28,-4.34,18.81,0.37,207.11
(주)에이디칩스,054630,2020/12,92.92,373.37,240.82,94.63,65.28,19.38,44.17,-8.64,3.52,0.06,159.59
(주)에이디칩스,054630,2021/12,80.82,208.91,156.35,2.61,53,34.55,18.78,-40.16,-8.92,-0.12,106.96
(주)에이디테크놀로지,200710,2014/12,13.14,446.86,388.06,37.62,27.43,25.58,8.9,74.73,74.21,17.41,68.75
(주)에이디테크놀로지,200710,2015/12,17.18,584.52,526.06,49.99,20.04,17.6,5.28,30.22,83.18,18.44,130.74
(주)에이디테크놀로지,200710,2016/12,27.57,482.46,437.44,82.39,39.18,23.13,18.97,-32.62,67.52,7.96,200.29
(주)에이디테크놀로지,200710,2017/12,35.7,381.73,341.93,101.73,27.17,23.96,7.97,-1.02,73.53,8.01,127.12
(주)에이디테크놀로지,200710,2018/12,31.03,236.7,168.12,52.2,57.32,53.35,19.96,73.85,60.14,9.99,59.78
(주)에이디테크놀로지,200710,2019/12,39.07,250.52,162.51,97.15,96.45,62.82,37.57,16.35,48.76,11.68,42.21
(주)에이디테크놀로지,200710,2020/12,54.4,207.28,158.6,62.77,46.84,44.59,30.34,9.39,65.96,21.28,62.48
(주)에이디테크놀로지,200710,2021/12,50.98,237.41,181.6,66.96,39.85,37.44,25.59,19.49,69.44,23.26,58.08
(주)에이루트,096690,2011/12,41.53,512.99,465.69,111.81,14.45,14.21,6.84,73.37,82.77,11.33,102.22
(주)에이루트,096690,2012/12,51.06,597.44,501.98,97.62,9.84,9.84,5.54,39.45,77.31,5.63,133.37
(주)에이루트,096690,2013/12,46.94,546.16,459.39,128.97,11.89,11.89,5.93,97.77,77.19,6.34,129.24
(주)에이루트,096690,2014/12,43.34,1207.89,1033.68,230.38,5.11,5.11,2.13,49.26,82.83,6.73,134.94
(주)에이루트,096690,2015/12,42.11,684.34,589.35,219.67,9.91,9.91,6,196.34,79.79,7.13,138.34
(주)에이루트,096690,2016/12,54.59,226.84,214.2,146.74,35.87,35.83,31.68,-12.55,55.1,2.54,225.82
(주)에이루트,096690,2017/12,43.19,319.45,295.31,73.22,25.9,25.89,9.53,-0.24,55.69,2.03,207.38
(주)에이루트,096690,2018/12,56.63,2373.85,2041.01,666.85,1.91,1.91,0.22,-39.59,62.71,1.55,194.61
(주)에이루트,096690,2019/12,108.28,91.08,86.92,14.5,91.3,91.16,68.53,0.34,28.59,1.21,326.43
(주)에이루트,096690,2020/12,43.56,389.22,366.19,62.3,19.69,19.56,12.04,-0.61,77.98,13.96,397.66
(주)에이루트,096690,2021/12,48.2,554.29,466.1,248.88,11.56,11.43,2.62,-1.28,38.45,0.75,263.95
(주)에이블씨엔씨,078520,2011/12,43.24,209.9,168.81,52.43,61.25,56.22,0.17,5873.82,59.85,23.49,58.15
(주)에이블씨엔씨,078520,2012/12,37.36,236.94,184.16,37.44,52.87,48.75,0,57265.02,63.51,28.51,52.79
(주)에이블씨엔씨,078520,2013/12,39.43,292.32,251.09,45.34,37.53,33.56,0,324.23,70.55,27.23,53.96
(주)에이블씨엔씨,078520,2014/12,43.39,333.47,262.42,13.99,29.72,25.89,0,20.75,74.57,24.72,50.28
(주)에이블씨엔씨,078520,2015/12,35.4,352.42,282.63,38.1,30.27,26.92,0,999999999,74.25,24.47,61.77
(주)에이블씨엔씨,078520,2016/12,33.91,291.2,234.3,53.21,38.85,36.04,0,999999999,69.59,23.61,65.14
(주)에이블씨엔씨,078520,2017/12,22.38,466.71,412.07,57.13,21.92,21.33,0,999999999,78.92,22.46,101.78
(주)에이블씨엔씨,078520,2018/12,41.36,431.12,346.48,49.28,18.58,17.91,0,999999999,81,21.68,98.36
(주)에이블씨엔씨,078520,2019/12,89.05,198.17,128.93,65.79,39.47,25.45,11.27,-1.75,70.77,19.79,76.39
(주)에이블씨엔씨,078520,2020/12,83.64,232.68,160.55,68.24,41.46,24.85,22.38,-23.1,69.74,12.74,61.94
(주)에이블씨엔씨,078520,2021/12,69.54,230.74,151.69,32.82,44.97,32.69,15.06,-14.88,67.62,8.64,56.88
(주)에이비프로바이오,195990,2015/12,37.02,1845.04,1491.31,84.96,29.85,5.03,22.59,24.32,68.05,7.6,168.99
(주)에이비프로바이오,195990,2016/12,56.79,248.31,193.46,40.39,38.05,32.72,29.59,3.77,47.66,1.92,263.49
(주)에이비프로바이오,195990,2017/12,83.4,151.7,99.02,4.61,50.72,44.38,44.28,-4.67,40.49,1.57,366.55
(주)에이비프로바이오,195990,2018/12,93.71,124.81,78.24,9.57,41.39,38.2,38.63,-2.59,37.33,1.12,352.17
(주)에이비프로바이오,195990,2019/12,104.66,126.87,97.45,34.25,32.05,21.59,29.88,-6.4,26.85,0.55,720.89
(주)에이비프로바이오,195990,2020/12,77.1,597.02,558.3,287.4,10.65,5.62,5.08,0.32,16.68,0.23,278.51
(주)에이비프로바이오,195990,2021/12,73.84,245.14,219.54,167.69,18.25,18.12,13.78,-0.66,13.72,0.19,761.37
(주)에이스침대,003800,2011/12,78.13,320.82,262.37,68.79,14.17,11.23,0,999999999,87.07,22.49,107.26
(주)에이스침대,003800,2012/12,79.84,373.97,293.75,65.47,11.07,8.35,0,999999999,89.56,25.23,124.35
(주)에이스침대,003800,2013/12,58.16,663.73,576.09,150.91,8.84,7.64,0,999999999,91.43,27.55,181.11
(주)에이스침대,003800,2014/12,75.04,525.85,415.85,88.73,8.15,6.3,0,999999999,92.04,29.31,166.37
(주)에이스침대,003800,2015/12,81.84,386.95,297.63,96.09,9.16,7.06,0,999999999,91.22,31.61,154
(주)에이스침대,003800,2016/12,84.85,362.27,261.5,113.97,8.98,6.66,0,999999999,91.39,33.58,159.89
(주)에이스침대,003800,2017/12,90.21,276.4,179.41,80.65,8.36,6.57,0,999999999,91.94,35.64,162.62
(주)에이스침대,003800,2018/12,92.65,236.49,157.84,64.91,10.54,7.56,0,999999999,89.25,38.4,164.61
(주)에이스침대,003800,2019/12,94.32,220.37,142.67,50.52,10.92,7.53,0.24,124.1,89.04,41.72,145.53
(주)에이스침대,003800,2020/12,94.59,195.49,137.43,47.37,13.54,9.69,1.01,131.46,87.08,45.32,167.18
(주)에이스침대,003800,2021/12,90.7,183.16,133.49,69.72,14.21,12.84,0.78,183.24,86.66,50.27,150.82
(주)에이스테크놀로지,088800,2011/12,154.07,88.13,64.49,12.66,129.44,85.52,87.33,5.03,40.17,11.38,106.8
(주)에이스테크놀로지,088800,2012/12,154.15,99.67,81.2,5.15,154.5,100.69,104.85,0.47,36.16,11.2,114.18
(주)에이스테크놀로지,088800,2013/12,142.55,85.18,73.13,8.59,153.62,130.39,91.3,2.71,36.37,11.54,97.48
(주)에이스테크놀로지,088800,2014/12,128.8,113.04,97.1,5.5,150.28,107.46,94.05,2.8,37.22,11.77,93.91
(주)에이스테크놀로지,088800,2015/12,136.91,107.8,90.65,3.28,170.84,124.24,105.91,2.23,34.35,11.5,120.08
(주)에이스테크놀로지,088800,2016/12,153.51,82.35,69.19,9.17,148.77,115.68,101.44,-1.29,36.86,9.66,124.39
(주)에이스테크놀로지,088800,2017/12,218.37,67.89,56.91,3.54,293.27,257.61,221.99,-1.06,21.23,4.57,88.83
(주)에이스테크놀로지,088800,2018/12,181.15,90.46,83,2.92,285.14,225.52,157.33,0.69,21.71,4.69,103.04
(주)에이스테크놀로지,088800,2019/12,114.93,110.71,105.25,2.62,177.68,147.01,116.81,1.21,30.04,4.68,83.7
(주)에이스테크놀로지,088800,2020/12,166.02,141.91,136.49,10.13,218.24,107.27,181.49,-2.41,23.06,2.6,146.4
(주)에이스테크놀로지,088800,2021/12,233.41,70.29,69.28,2.21,287.23,218.82,230.38,-2.78,18.51,2.39,155.98
(주)에이스토리,241840,2019/12,22.17,2462.77,2239.48,151.7,4.26,3.33,0.07,-37.77,84.34,7.29,136.9
(주)에이스토리,241840,2020/12,29.66,192.53,152.85,42.05,79.64,77.9,0.39,-179.05,49.74,5.89,241.36
(주)에이스토리,241840,2021/12,39.51,199.26,140.58,7.06,105.04,83.08,21.86,3.64,51.61,10.56,157.54
