,회사명,회계년도,거래소코드,target
11693,에스지에이솔루션즈(주),2021,184230,0
11694,에스지이(주),2018,255220,1
11695,에스지이(주),2019,255220,0
11696,에스지이(주),2020,255220,0
11697,에스지이(주),2021,255220,0
11698,에스케이 머티리얼즈(주),2011,036490,1
11699,에스케이 머티리얼즈(주),2012,036490,1
11700,에스케이 머티리얼즈(주),2013,036490,1
11701,에스케이 머티리얼즈(주),2014,036490,1
11702,에스케이 머티리얼즈(주),2015,036490,1
11703,에스케이 머티리얼즈(주),2016,036490,1
11704,에스케이 머티리얼즈(주),2017,036490,1
11705,에스케이 머티리얼즈(주),2018,036490,1
11706,에스케이 머티리얼즈(주),2019,036490,1
11707,에스케이 머티리얼즈(주),2020,036490,1
11708,에스케이(주),2011,034730,1
11709,에스케이(주),2012,034730,1
11710,에스케이(주),2013,034730,1
11711,에스케이(주),2014,034730,1
11712,에스케이(주),2015,034730,1
11713,에스케이(주),2016,034730,1
11714,에스케이(주),2017,034730,1
11715,에스케이(주),2018,034730,1
11716,에스케이(주),2019,034730,1
11717,에스케이(주),2020,034730,1
11718,에스케이(주),2021,034730,1
11719,에스케이가스(주),2011,018670,1
11720,에스케이가스(주),2012,018670,1
11721,에스케이가스(주),2013,018670,1
11722,에스케이가스(주),2014,018670,1
11723,에스케이가스(주),2015,018670,1
11724,에스케이가스(주),2016,018670,1
11725,에스케이가스(주),2017,018670,1
11726,에스케이가스(주),2018,018670,1
11727,에스케이가스(주),2019,018670,1
11728,에스케이가스(주),2020,018670,1
11729,에스케이가스(주),2021,018670,1
11730,에스케이네트웍스(주),2011,001740,1
11731,에스케이네트웍스(주),2012,001740,1
11732,에스케이네트웍스(주),2013,001740,0
11733,에스케이네트웍스(주),2014,001740,0
11734,에스케이네트웍스(주),2015,001740,0
11735,에스케이네트웍스(주),2016,001740,1
11736,에스케이네트웍스(주),2017,001740,1
11737,에스케이네트웍스(주),2018,001740,1
11738,에스케이네트웍스(주),2019,001740,1
11739,에스케이네트웍스(주),2020,001740,1
11740,에스케이네트웍스(주),2021,001740,1
11741,에스케이디스커버리(주),2011,006120,1
11742,에스케이디스커버리(주),2012,006120,1
11743,에스케이디스커버리(주),2013,006120,1
11744,에스케이디스커버리(주),2014,006120,1
11745,에스케이디스커버리(주),2015,006120,1
11746,에스케이디스커버리(주),2016,006120,1
11747,에스케이디스커버리(주),2017,006120,1
11748,에스케이디스커버리(주),2018,006120,1
11749,에스케이디스커버리(주),2019,006120,1
11750,에스케이디스커버리(주),2020,006120,1
11751,에스케이디스커버리(주),2021,006120,1
11752,에스케이디앤디(주),2015,210980,1
11753,에스케이디앤디(주),2016,210980,1
11754,에스케이디앤디(주),2017,210980,1
11755,에스케이디앤디(주),2018,210980,1
11756,에스케이디앤디(주),2019,210980,1
11757,에스케이디앤디(주),2020,210980,1
11758,에스케이디앤디(주),2021,210980,1
11759,에스케이씨(주),2011,011790,1
11760,에스케이씨(주),2012,011790,1
11761,에스케이씨(주),2013,011790,1
11762,에스케이씨(주),2014,011790,1
11763,에스케이씨(주),2015,011790,1
11764,에스케이씨(주),2016,011790,1
11765,에스케이씨(주),2017,011790,1
11766,에스케이씨(주),2018,011790,1
11767,에스케이씨(주),2019,011790,1
11768,에스케이씨(주),2020,011790,1
11769,에스케이씨(주),2021,011790,1
11770,에스케이씨솔믹스(주),2011,057500,1
11771,에스케이씨솔믹스(주),2012,057500,0
11772,에스케이씨솔믹스(주),2013,057500,0
11773,에스케이씨솔믹스(주),2014,057500,0
11774,에스케이씨솔믹스(주),2015,057500,0
11775,에스케이씨솔믹스(주),2016,057500,0
11776,에스케이씨솔믹스(주),2017,057500,0
11777,에스케이씨솔믹스(주),2018,057500,0
11778,에스케이씨솔믹스(주),2019,057500,0
11779,에스케이케미칼(주),2018,285130,1
11780,에스케이케미칼(주),2019,285130,1
11781,에스케이케미칼(주),2020,285130,1
11782,에스케이케미칼(주),2021,285130,1
11783,에스케이텔레콤(주),2011,017670,1
11784,에스케이텔레콤(주),2012,017670,1
11785,에스케이텔레콤(주),2013,017670,1
11786,에스케이텔레콤(주),2014,017670,1
11787,에스케이텔레콤(주),2015,017670,1
11788,에스케이텔레콤(주),2016,017670,1
11789,에스케이텔레콤(주),2017,017670,1
11790,에스케이텔레콤(주),2018,017670,1
11791,에스케이텔레콤(주),2019,017670,1
11792,에스케이텔레콤(주),2020,017670,1
11793,에스케이텔레콤(주),2021,017670,1
11794,에스케이하이닉스(주),2011,000660,0
11795,에스케이하이닉스(주),2012,000660,0
11796,에스케이하이닉스(주),2013,000660,0
11797,에스케이하이닉스(주),2014,000660,0
11798,에스케이하이닉스(주),2015,000660,0
11799,에스케이하이닉스(주),2016,000660,1
11800,에스케이하이닉스(주),2017,000660,1
11801,에스케이하이닉스(주),2018,000660,1
11802,에스케이하이닉스(주),2019,000660,1
11803,에스케이하이닉스(주),2020,000660,1
11804,에스케이하이닉스(주),2021,000660,1
11805,에스텍(주),2011,069510,1
11806,에스텍(주),2012,069510,1
11807,에스텍(주),2013,069510,1
11808,에스텍(주),2014,069510,1
11809,에스텍(주),2015,069510,1
11810,에스텍(주),2016,069510,1
11811,에스텍(주),2017,069510,1
11812,에스텍(주),2018,069510,1
11813,에스텍(주),2019,069510,1
11814,에스텍(주),2020,069510,1
11815,에스텍(주),2021,069510,0
11816,에스트래픽(주),2017,234300,1
11817,에스트래픽(주),2018,234300,0
11818,에스트래픽(주),2019,234300,0
11819,에스트래픽(주),2020,234300,0
11820,에스트래픽(주),2021,234300,0
11821,에스티팜(주),2016,237690,1
11822,에스티팜(주),2017,237690,1
11823,에스티팜(주),2018,237690,1
11824,에스티팜(주),2019,237690,0
11825,에스티팜(주),2020,237690,0
11826,에스티팜(주),2021,237690,0
11827,에스퓨얼셀(주),2018,288620,1
11828,에스퓨얼셀(주),2019,288620,1
11829,에스퓨얼셀(주),2020,288620,1
11830,에스퓨얼셀(주),2021,288620,1
11831,에쓰-오일(주),2011,010950,1
11832,에쓰-오일(주),2012,010950,1
11833,에쓰-오일(주),2013,010950,1
11834,에쓰-오일(주),2014,010950,1
11835,에쓰-오일(주),2015,010950,1
11836,에쓰-오일(주),2016,010950,1
11837,에쓰-오일(주),2017,010950,1
11838,에쓰-오일(주),2018,010950,1
11839,에쓰-오일(주),2019,010950,1
11840,에쓰-오일(주),2020,010950,1
11841,에쓰-오일(주),2021,010950,1
11842,에쓰씨엔지니어링(주),2011,023960,1
11843,에쓰씨엔지니어링(주),2012,023960,1
11844,에쓰씨엔지니어링(주),2013,023960,1
11845,에쓰씨엔지니어링(주),2014,023960,0
11846,에쓰씨엔지니어링(주),2015,023960,0
11847,에쓰씨엔지니어링(주),2016,023960,0
11848,에쓰씨엔지니어링(주),2017,023960,0
11849,에쓰씨엔지니어링(주),2018,023960,0
11850,에쓰씨엔지니어링(주),2019,023960,0
11851,에쓰씨엔지니어링(주),2020,023960,0
11852,에쓰씨엔지니어링(주),2021,023960,0
11853,에어부산(주),2018,298690,1
11854,에어부산(주),2019,298690,0
11855,에어부산(주),2020,298690,0
11856,에어부산(주),2021,298690,0
11857,에이에프더블류(주),2019,312610,1
11858,에이에프더블류(주),2020,312610,0
11859,에이에프더블류(주),2021,312610,0
11860,에이치디씨(주),2011,012630,1
11861,에이치디씨(주),2012,012630,1
11862,에이치디씨(주),2013,012630,1
11863,에이치디씨(주),2014,012630,1
11864,에이치디씨(주),2015,012630,1
11865,에이치디씨(주),2016,012630,1
11866,에이치디씨(주),2017,012630,1
11867,에이치디씨(주),2018,012630,1
11868,에이치디씨(주),2019,012630,1
11869,에이치디씨(주),2020,012630,1
11870,에이치디씨(주),2021,012630,1
11871,에이치디씨랩스(주),2015,039570,1
11872,에이치디씨랩스(주),2016,039570,1
11873,에이치디씨랩스(주),2017,039570,1
11874,에이치디씨랩스(주),2018,039570,1
11875,에이치디씨랩스(주),2019,039570,1
11876,에이치디씨랩스(주),2020,039570,1
11877,에이치디씨랩스(주),2021,039570,1
11878,에이치디씨현대산업개발(주),2018,294870,1
11879,에이치디씨현대산업개발(주),2019,294870,1
11880,에이치디씨현대산업개발(주),2020,294870,1
11881,에이치디씨현대산업개발(주),2021,294870,1
11882,에이치디씨현대이피(주),2011,089470,1
11883,에이치디씨현대이피(주),2012,089470,1
11884,에이치디씨현대이피(주),2013,089470,1
11885,에이치디씨현대이피(주),2014,089470,1
11886,에이치디씨현대이피(주),2015,089470,1
11887,에이치디씨현대이피(주),2016,089470,1
11888,에이치디씨현대이피(주),2017,089470,1
11889,에이치디씨현대이피(주),2018,089470,1
11890,에이치디씨현대이피(주),2019,089470,1
11891,에이치디씨현대이피(주),2020,089470,1
11892,에이치디씨현대이피(주),2021,089470,1
11893,에이치엘디앤아이한라(주),2011,014790,1
11894,에이치엘디앤아이한라(주),2012,014790,1
11895,에이치엘디앤아이한라(주),2013,014790,0
11896,에이치엘디앤아이한라(주),2014,014790,0
11897,에이치엘디앤아이한라(주),2015,014790,0
11898,에이치엘디앤아이한라(주),2016,014790,0
11899,에이치엘디앤아이한라(주),2017,014790,0
11900,에이치엘디앤아이한라(주),2018,014790,0
11901,에이치엘디앤아이한라(주),2019,014790,0
11902,에이치엘디앤아이한라(주),2020,014790,0
11903,에이치엘디앤아이한라(주),2021,014790,0
11904,에이치엘만도(주),2014,204320,1
11905,에이치엘만도(주),2015,204320,1
11906,에이치엘만도(주),2016,204320,1
11907,에이치엘만도(주),2017,204320,1
11908,에이치엘만도(주),2018,204320,1
11909,에이치엘만도(주),2019,204320,1
11910,에이치엘만도(주),2020,204320,0
11911,에이치엘만도(주),2021,204320,0
11912,에이치엘홀딩스(주),2011,060980,1
11913,에이치엘홀딩스(주),2012,060980,1
11914,에이치엘홀딩스(주),2013,060980,1
11915,에이치엘홀딩스(주),2014,060980,1
11916,에이치엘홀딩스(주),2015,060980,1
11917,에이치엘홀딩스(주),2016,060980,1
11918,에이치엘홀딩스(주),2017,060980,1
11919,에이치엘홀딩스(주),2018,060980,1
11920,에이치엘홀딩스(주),2019,060980,1
11921,에이치엘홀딩스(주),2020,060980,1
11922,에이치엘홀딩스(주),2021,060980,1
11923,에이치엠엠(주),2011,011200,0
11924,에이치엠엠(주),2012,011200,0
11925,에이치엠엠(주),2013,011200,0
11926,에이치엠엠(주),2014,011200,0
11927,에이치엠엠(주),2015,011200,0
11928,에이치엠엠(주),2016,011200,0
11929,에이치엠엠(주),2017,011200,0
11930,에이치엠엠(주),2018,011200,0
11931,에이치엠엠(주),2019,011200,0
11932,에이치엠엠(주),2020,011200,0
11933,에이치엠엠(주),2021,011200,0
11934,에이치케이이노엔(주),2021,195940,1
11935,에이케이홀딩스(주),2011,006840,1
11936,에이케이홀딩스(주),2012,006840,1
11937,에이케이홀딩스(주),2013,006840,1
11938,에이케이홀딩스(주),2014,006840,1
11939,에이케이홀딩스(주),2015,006840,1
11940,에이케이홀딩스(주),2016,006840,1
11941,에이케이홀딩스(주),2017,006840,1
11942,에이케이홀딩스(주),2018,006840,1
11943,에이케이홀딩스(주),2019,006840,1
11944,에이케이홀딩스(주),2020,006840,1
11945,에이케이홀딩스(주),2021,006840,1
11946,에이테크솔루션(주),2011,071670,1
11947,에이테크솔루션(주),2012,071670,0
11948,에이테크솔루션(주),2013,071670,0
11949,에이테크솔루션(주),2014,071670,0
11950,에이테크솔루션(주),2015,071670,0
11951,에이테크솔루션(주),2016,071670,0
11952,에이테크솔루션(주),2017,071670,0
11953,에이테크솔루션(주),2018,071670,0
11954,에이테크솔루션(주),2019,071670,0
11955,에이테크솔루션(주),2020,071670,0
11956,에이테크솔루션(주),2021,071670,0
11957,에이피시스템(주),2017,265520,1
11958,에이피시스템(주),2018,265520,1
11959,에이피시스템(주),2019,265520,1
11960,에이피시스템(주),2020,265520,1
11961,에이피시스템(주),2021,265520,1
11962,에이피에스홀딩스(주),2011,054620,0
11963,에이피에스홀딩스(주),2012,054620,0
11964,에이피에스홀딩스(주),2013,054620,0
11965,에이피에스홀딩스(주),2014,054620,0
11966,에이피에스홀딩스(주),2015,054620,0
11967,에이피에스홀딩스(주),2016,054620,0
11968,에이피에스홀딩스(주),2017,054620,0
11969,에이피에스홀딩스(주),2018,054620,1
11970,에이피에스홀딩스(주),2019,054620,0
11971,에이피에스홀딩스(주),2020,054620,0
11972,에이피에스홀딩스(주),2021,054620,0
11973,에이피위성(주),2016,211270,0
11974,에이피위성(주),2017,211270,0
11975,에이피위성(주),2018,211270,0
11976,에이피위성(주),2019,211270,0
11977,에이피위성(주),2020,211270,0
11978,에이피위성(주),2021,211270,1
11979,에이피티씨(주),2018,089970,1
11980,에이피티씨(주),2019,089970,0
11981,에이피티씨(주),2020,089970,0
11982,에이피티씨(주),2021,089970,0
11983,에코플라스틱(주),2011,038110,1
11984,에코플라스틱(주),2012,038110,1
11985,에코플라스틱(주),2013,038110,1
11986,에코플라스틱(주),2014,038110,1
11987,에코플라스틱(주),2015,038110,1
11988,에코플라스틱(주),2016,038110,1
11989,에코플라스틱(주),2017,038110,0
11990,에코플라스틱(주),2018,038110,0
11991,에코플라스틱(주),2019,038110,0
11992,에코플라스틱(주),2020,038110,0
11993,에코플라스틱(주),2021,038110,1
11994,에프엔에스테크(주),2017,083500,0
11995,에프엔에스테크(주),2018,083500,0
11996,에프엔에스테크(주),2019,083500,0
11997,에프엔에스테크(주),2020,083500,0
11998,에프엔에스테크(주),2021,083500,0
11999,엑스큐어(주),2011,070300,1
12000,엑스큐어(주),2012,070300,0
12001,엑스큐어(주),2013,070300,0
12002,엑스큐어(주),2014,070300,0
12003,엑스큐어(주),2015,070300,0
12004,엑스큐어(주),2016,070300,0
12005,엑스큐어(주),2017,070300,0
12006,엑스큐어(주),2018,070300,0
12007,엑스큐어(주),2019,070300,0
12008,엑스큐어(주),2020,070300,0
12009,엑스큐어(주),2021,070300,0
12010,엔브이에이치코리아(주),2013,067570,1
12011,엔브이에이치코리아(주),2014,067570,1
12012,엔브이에이치코리아(주),2015,067570,1
12013,엔브이에이치코리아(주),2016,067570,1
12014,엔브이에이치코리아(주),2017,067570,1
12015,엔브이에이치코리아(주),2018,067570,1
12016,엔브이에이치코리아(주),2019,067570,1
12017,엔브이에이치코리아(주),2020,067570,1
12018,엔브이에이치코리아(주),2021,067570,1
12019,엔시트론(주),2011,101400,1
12020,엔시트론(주),2012,101400,0
12021,엔시트론(주),2013,101400,0
12022,엔시트론(주),2014,101400,0
12023,엔시트론(주),2015,101400,0
12024,엔시트론(주),2016,101400,0
12025,엔시트론(주),2017,101400,0
12026,엔시트론(주),2018,101400,0
12027,엔시트론(주),2019,101400,0
12028,엔시트론(주),2020,101400,0
12029,엔시트론(주),2021,101400,0
12030,엔에이치엔한국사이버결제(주),2011,060250,1
12031,엔에이치엔한국사이버결제(주),2012,060250,1
12032,엔에이치엔한국사이버결제(주),2013,060250,1
12033,엔에이치엔한국사이버결제(주),2014,060250,0
12034,엔에이치엔한국사이버결제(주),2015,060250,0
12035,엔에이치엔한국사이버결제(주),2016,060250,0
12036,엔에이치엔한국사이버결제(주),2017,060250,0
12037,엔에이치엔한국사이버결제(주),2018,060250,0
12038,엔에이치엔한국사이버결제(주),2019,060250,0
12039,엔에이치엔한국사이버결제(주),2020,060250,0
12040,엔에이치엔한국사이버결제(주),2021,060250,0
12041,엔피씨(주),2011,004250,1
12042,엔피씨(주),2012,004250,1
12043,엔피씨(주),2013,004250,1
12044,엔피씨(주),2014,004250,1
12045,엔피씨(주),2015,004250,1
12046,엔피씨(주),2016,004250,1
12047,엔피씨(주),2017,004250,1
12048,엔피씨(주),2018,004250,1
12049,엔피씨(주),2019,004250,1
12050,엔피씨(주),2020,004250,1
12051,엔피씨(주),2021,004250,1
12052,엘비세미콘(주),2011,061970,0
12053,엘비세미콘(주),2012,061970,0
12054,엘비세미콘(주),2013,061970,0
12055,엘비세미콘(주),2014,061970,0
12056,엘비세미콘(주),2015,061970,0
12057,엘비세미콘(주),2016,061970,0
12058,엘비세미콘(주),2017,061970,0
12059,엘비세미콘(주),2018,061970,0
12060,엘비세미콘(주),2019,061970,0
12061,엘비세미콘(주),2020,061970,0
12062,엘비세미콘(주),2021,061970,1
12063,엘아이지넥스원(주),2015,079550,1
12064,엘아이지넥스원(주),2016,079550,1
12065,엘아이지넥스원(주),2017,079550,1
12066,엘아이지넥스원(주),2018,079550,1
12067,엘아이지넥스원(주),2019,079550,1
12068,엘아이지넥스원(주),2020,079550,1
12069,엘아이지넥스원(주),2021,079550,1
12070,엘에스전선아시아(주),2016,229640,1
12071,엘에스전선아시아(주),2017,229640,1
12072,엘에스전선아시아(주),2018,229640,1
12073,엘에스전선아시아(주),2019,229640,1
12074,엘에스전선아시아(주),2020,229640,1
12075,엘에스전선아시아(주),2021,229640,1
12076,엘지디스플레이(주),2011,034220,0
12077,엘지디스플레이(주),2012,034220,0
12078,엘지디스플레이(주),2013,034220,0
12079,엘지디스플레이(주),2014,034220,0
12080,엘지디스플레이(주),2015,034220,0
12081,엘지디스플레이(주),2016,034220,1
12082,엘지디스플레이(주),2017,034220,1
12083,엘지디스플레이(주),2018,034220,0
12084,엘지디스플레이(주),2019,034220,0
12085,엘지디스플레이(주),2020,034220,0
12086,엘지디스플레이(주),2021,034220,0
12087,엘지전자(주),2011,066570,1
12088,엘지전자(주),2012,066570,1
12089,엘지전자(주),2013,066570,1
12090,엘지전자(주),2014,066570,1
12091,엘지전자(주),2015,066570,1
12092,엘지전자(주),2016,066570,1
12093,엘지전자(주),2017,066570,1
12094,엘지전자(주),2018,066570,1
12095,엘지전자(주),2019,066570,1
12096,엘지전자(주),2020,066570,1
12097,엘지전자(주),2021,066570,1
12098,엘컴텍(주),2011,037950,0
12099,엘컴텍(주),2013,037950,0
12100,엘컴텍(주),2014,037950,0
12101,엘컴텍(주),2015,037950,0
12102,엘컴텍(주),2016,037950,0
12103,엘컴텍(주),2017,037950,0
12104,엘컴텍(주),2018,037950,1
12105,엘컴텍(주),2019,037950,1
12106,엘컴텍(주),2020,037950,0
12107,엘컴텍(주),2021,037950,0
12108,엘티씨(주),2013,170920,1
12109,엘티씨(주),2014,170920,1
12110,엘티씨(주),2015,170920,1
12111,엘티씨(주),2016,170920,1
12112,엘티씨(주),2017,170920,1
12113,엘티씨(주),2018,170920,1
12114,엘티씨(주),2019,170920,1
12115,엘티씨(주),2020,170920,1
12116,엘티씨(주),2021,170920,0
12117,엠케이전자(주),2011,033160,1
12118,엠케이전자(주),2012,033160,1
12119,엠케이전자(주),2013,033160,1
12120,엠케이전자(주),2014,033160,1
12121,엠케이전자(주),2015,033160,1
12122,엠케이전자(주),2016,033160,1
12123,엠케이전자(주),2017,033160,1
12124,엠케이전자(주),2018,033160,1
12125,엠케이전자(주),2019,033160,1
12126,엠케이전자(주),2020,033160,1
12127,엠케이전자(주),2021,033160,1
12128,영보화학(주),2011,014440,1
12129,영보화학(주),2012,014440,1
12130,영보화학(주),2013,014440,1
12131,영보화학(주),2014,014440,1
12132,영보화학(주),2015,014440,1
12133,영보화학(주),2016,014440,1
12134,영보화학(주),2017,014440,1
12135,영보화학(주),2018,014440,1
12136,영보화학(주),2019,014440,1
12137,영보화학(주),2020,014440,1
12138,영보화학(주),2021,014440,1
12139,영신금속공업(주),2011,007530,1
12140,영신금속공업(주),2012,007530,1
12141,영신금속공업(주),2013,007530,1
12142,영신금속공업(주),2014,007530,1
12143,영신금속공업(주),2015,007530,1
12144,영신금속공업(주),2016,007530,1
12145,영신금속공업(주),2017,007530,0
12146,영신금속공업(주),2018,007530,0
12147,영신금속공업(주),2019,007530,0
12148,영신금속공업(주),2020,007530,0
12149,영신금속공업(주),2021,007530,0
12150,영풍정밀(주),2011,036560,1
12151,영풍정밀(주),2012,036560,1
12152,영풍정밀(주),2013,036560,1
12153,영풍정밀(주),2014,036560,1
12154,영풍정밀(주),2015,036560,1
12155,영풍정밀(주),2016,036560,1
12156,영풍정밀(주),2017,036560,1
12157,영풍정밀(주),2018,036560,1
12158,영풍정밀(주),2019,036560,1
12159,영풍정밀(주),2020,036560,1
12160,영풍정밀(주),2021,036560,1
12161,영풍제지(주),2011,006740,1
12162,영풍제지(주),2012,006740,1
12163,영풍제지(주),2013,006740,1
12164,영풍제지(주),2014,006740,1
12165,영풍제지(주),2015,006740,1
12166,영풍제지(주),2016,006740,1
12167,영풍제지(주),2017,006740,1
12168,영풍제지(주),2018,006740,1
12169,영풍제지(주),2019,006740,1
12170,영풍제지(주),2020,006740,1
12171,영풍제지(주),2021,006740,1
12172,영화금속(주),2011,012280,1
12173,영화금속(주),2012,012280,1
12174,영화금속(주),2013,012280,1
12175,영화금속(주),2014,012280,1
12176,영화금속(주),2015,012280,1
12177,영화금속(주),2016,012280,1
12178,영화금속(주),2017,012280,1
12179,영화금속(주),2018,012280,0
12180,영화금속(주),2019,012280,0
12181,영화금속(주),2020,012280,0
12182,영화금속(주),2021,012280,0
12183,영화테크(주),2017,265560,1
12184,영화테크(주),2018,265560,1
12185,영화테크(주),2019,265560,1
12186,영화테크(주),2020,265560,1
12187,영화테크(주),2021,265560,1
12188,예스이십사(주),2011,053280,1
12189,예스이십사(주),2012,053280,1
12190,예스이십사(주),2013,053280,1
12191,예스이십사(주),2014,053280,1
12192,예스이십사(주),2015,053280,1
12193,예스이십사(주),2016,053280,1
12194,예스이십사(주),2017,053280,1
12195,예스이십사(주),2018,053280,1
12196,예스이십사(주),2019,053280,1
12197,예스이십사(주),2020,053280,1
12198,예스이십사(주),2021,053280,1
12199,오로라월드(주),2011,039830,1
12200,오로라월드(주),2012,039830,1
12201,오로라월드(주),2013,039830,1
12202,오로라월드(주),2014,039830,1
12203,오로라월드(주),2015,039830,1
12204,오로라월드(주),2016,039830,1
12205,오로라월드(주),2017,039830,1
12206,오로라월드(주),2018,039830,1
12207,오로라월드(주),2019,039830,1
12208,오로라월드(주),2020,039830,1
12209,오로라월드(주),2021,039830,1
12210,오션브릿지(주),2016,241790,0
12211,오션브릿지(주),2017,241790,0
12212,오션브릿지(주),2018,241790,0
12213,오션브릿지(주),2019,241790,0
12214,오션브릿지(주),2020,241790,1
12215,오션브릿지(주),2021,241790,1
12216,오스템임플란트(주),2011,048260,0
12217,오스템임플란트(주),2012,048260,0
12218,오스템임플란트(주),2013,048260,0
12219,오스템임플란트(주),2014,048260,0
12220,오스템임플란트(주),2015,048260,0
12221,오스템임플란트(주),2016,048260,0
12222,오스템임플란트(주),2017,048260,0
12223,오스템임플란트(주),2018,048260,0
12224,오스템임플란트(주),2019,048260,0
12225,오스템임플란트(주),2020,048260,0
12226,오스템임플란트(주),2021,048260,0
12227,옵티시스(주),2011,109080,1
12228,옵티시스(주),2012,109080,1
12229,옵티시스(주),2013,109080,1
12230,옵티시스(주),2014,109080,1
12231,옵티시스(주),2015,109080,1
12232,옵티시스(주),2016,109080,1
12233,옵티시스(주),2017,109080,1
12234,옵티시스(주),2018,109080,1
12235,옵티시스(주),2019,109080,1
12236,옵티시스(주),2020,109080,1
12237,옵티시스(주),2021,109080,1
12238,와이더블유(주),2011,051390,1
12239,와이더블유(주),2012,051390,1
12240,와이더블유(주),2013,051390,1
12241,와이더블유(주),2014,051390,1
12242,와이더블유(주),2015,051390,0
12243,와이더블유(주),2016,051390,0
12244,와이더블유(주),2017,051390,0
12245,와이더블유(주),2018,051390,1
12246,와이더블유(주),2019,051390,1
12247,와이더블유(주),2020,051390,1
12248,와이더블유(주),2021,051390,1
12249,와이엠씨(주),2012,155650,0
12250,와이엠씨(주),2013,155650,0
12251,와이엠씨(주),2014,155650,0
12252,와이엠씨(주),2015,155650,0
12253,와이엠씨(주),2016,155650,0
12254,와이엠씨(주),2017,155650,0
12255,와이엠씨(주),2018,155650,1
12256,와이엠씨(주),2019,155650,0
12257,와이엠씨(주),2020,155650,0
12258,와이엠씨(주),2021,155650,0
12259,와이엠티(주),2017,251370,0
12260,와이엠티(주),2018,251370,0
12261,와이엠티(주),2019,251370,0
12262,와이엠티(주),2020,251370,0
12263,와이엠티(주),2021,251370,0
12264,와토스코리아(주),2011,079000,1
12265,와토스코리아(주),2012,079000,1
12266,와토스코리아(주),2013,079000,0
12267,와토스코리아(주),2014,079000,0
12268,와토스코리아(주),2015,079000,0
12269,와토스코리아(주),2016,079000,1
12270,와토스코리아(주),2017,079000,1
12271,와토스코리아(주),2018,079000,1
12272,와토스코리아(주),2019,079000,1
12273,와토스코리아(주),2020,079000,1
12274,와토스코리아(주),2021,079000,1
12275,우리바이오(주),2011,082850,1
12276,우리바이오(주),2012,082850,1
12277,우리바이오(주),2013,082850,1
12278,우리바이오(주),2014,082850,1
12279,우리바이오(주),2015,082850,0
12280,우리바이오(주),2016,082850,0
12281,우리바이오(주),2017,082850,0
12282,우리바이오(주),2018,082850,0
12283,우리바이오(주),2019,082850,0
12284,우리바이오(주),2020,082850,0
12285,우리바이오(주),2021,082850,0
12286,우리산업(주),2015,215360,1
12287,우리산업(주),2016,215360,1
12288,우리산업(주),2017,215360,1
12289,우리산업(주),2018,215360,1
12290,우리산업(주),2019,215360,1
12291,우리산업(주),2020,215360,1
12292,우리산업(주),2021,215360,1
12293,우리산업홀딩스(주),2011,072470,1
12294,우리산업홀딩스(주),2012,072470,1
12295,우리산업홀딩스(주),2013,072470,1
12296,우리산업홀딩스(주),2014,072470,1
12297,우리산업홀딩스(주),2015,072470,1
12298,우리산업홀딩스(주),2016,072470,1
12299,우리산업홀딩스(주),2017,072470,1
12300,우리산업홀딩스(주),2018,072470,1
12301,우리산업홀딩스(주),2019,072470,1
12302,우리산업홀딩스(주),2020,072470,1
12303,우리산업홀딩스(주),2021,072470,1
12304,우리손에프앤지농업회사법인(주),2016,073560,0
12305,우리손에프앤지농업회사법인(주),2017,073560,0
12306,우리손에프앤지농업회사법인(주),2018,073560,0
12307,우리손에프앤지농업회사법인(주),2019,073560,0
12308,우리손에프앤지농업회사법인(주),2020,073560,1
12309,우리손에프앤지농업회사법인(주),2021,073560,1
12310,우리엔터프라이즈(주),2011,037400,1
12311,우리엔터프라이즈(주),2012,037400,1
12312,우리엔터프라이즈(주),2013,037400,1
12313,우리엔터프라이즈(주),2014,037400,1
12314,우리엔터프라이즈(주),2015,037400,0
12315,우리엔터프라이즈(주),2016,037400,0
12316,우리엔터프라이즈(주),2017,037400,0
12317,우리엔터프라이즈(주),2018,037400,0
12318,우리엔터프라이즈(주),2019,037400,0
12319,우리엔터프라이즈(주),2020,037400,0
12320,우리엔터프라이즈(주),2021,037400,0
12321,우림피티에스(주),2011,101170,1
12322,우림피티에스(주),2012,101170,1
12323,우림피티에스(주),2013,101170,1
12324,우림피티에스(주),2014,101170,1
12325,우림피티에스(주),2015,101170,1
12326,우림피티에스(주),2016,101170,1
12327,우림피티에스(주),2017,101170,1
12328,우림피티에스(주),2018,101170,1
12329,우림피티에스(주),2019,101170,0
12330,우림피티에스(주),2020,101170,0
12331,우림피티에스(주),2021,101170,0
12332,우수AMS(주),2011,066590,1
12333,우수AMS(주),2012,066590,0
12334,우수AMS(주),2013,066590,0
12335,우수AMS(주),2014,066590,0
12336,우수AMS(주),2015,066590,0
12337,우수AMS(주),2016,066590,0
12338,우수AMS(주),2017,066590,0
12339,우수AMS(주),2018,066590,0
12340,우수AMS(주),2019,066590,0
12341,우수AMS(주),2020,066590,0
12342,우수AMS(주),2021,066590,0
12343,우양에이치씨(주),2012,101970,1
12344,우양에이치씨(주),2013,101970,0
12345,우원개발(주),2011,046940,0
12346,우원개발(주),2012,046940,0
12347,우원개발(주),2013,046940,0
12348,우원개발(주),2014,046940,0
12349,우원개발(주),2015,046940,0
12350,우원개발(주),2016,046940,0
12351,우원개발(주),2017,046940,0
12352,우원개발(주),2018,046940,0
12353,우원개발(주),2019,046940,0
